count,T_count,sum_leg,reflex,on_reflex_,reflex_index,traj_error
4,0,[30.  0.  5. 82. 39.  8.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 3. 3.],[-10. -10. -10. -10. -10. -10.],[ 2.  5. -1.  0.  0.  0.  0.  0.  0.  1. 16. -2. -2.  6.  2. -1. -1. -1.]
5,0,[29.  0.  0. 81. 40.  8.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 3. 3.],[-10. -10. -10. -10. -10. -10.],[ 2.  5. -1. -1.  0.  0.  0.  0.  0.  1. 16. -3. -1.  6.  4. -2. -1. -1.]
6,0,[28.  0.  0. 80. 41. 13.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 3. 3.],[-10. -10. -10. -10. -10. -10.],[ 2.  5.  0. -1.  0.  1.  0. -1.  0.  0. 16. -2. -1.  6.  3. -3. -1. -2.]
7,0,[28.  0.  0. 73. 41. 16.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 3. 3.],[-10. -10. -10. -10. -10. -10.],[ 1.  5. -1. -2.  0.  0.  0. -1. -1.  0. 16. -4. -1.  6.  2. -1. -1. -1.]
8,0,[27.  0.  0. 75. 40. 16.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 3. 3.],[-10. -10. -10. -10. -10. -10.],[ 1.  5. -2. -3.  0. -1.  0.  0.  0.  1. 17. -2. -2.  6.  3. -3. -1. -1.]
9,0,[26.  7.  0. 76. 41. 18.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 3. 3.],[-10. -10. -10. -10. -10. -10.],[ 1.  5. -1. -3.  0.  0.  0. -1. -1.  2. 16. -2. -2.  6.  3. -3. -1. -1.]
10,0,[25.  9.  0. 75. 41. 19.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 3. 3.],[-10. -10. -10. -10. -10. -10.],[-1.  5. -1. -4.  0.  0.  2.  0.  0.  3. 16. -3. -4.  6.  3. -3. -1. -1.]
11,0,[25. 12.  0. 76. 44. 18.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 3. 3.],[-10. -10. -10. -10. -10. -10.],[-3.  5. -1. -4.  0.  0.  2.  1. -1.  3. 16. -2. -4.  7.  2. -2. -1. -1.]
12,0,[25. 14.  0. 83. 48. 19.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 3. 3.],[-10. -10. -10. -10. -10. -10.],[-3.  5. -1. -4. -1.  1.  1. -1.  0.  3. 16. -2. -4.  6.  3. -4. -1. -1.]
13,0,[24. 15.  0. 84. 50. 20.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 3. 3.],[-10. -10. -10. -10. -10. -10.],[-2.  5. -1. -5.  1.  0.  3.  0. -1.  3. 16. -2. -5.  7.  2. -3. -1. -1.]
14,0,[33. 17.  8. 85. 53. 20.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 3. 3.],[-10. -10. -10. -10. -10. -10.],[-3.  5. -1. -4.  0.  0.  3.  0.  0.  4. 17. -3. -6.  6.  3. -4. -1. -1.]
15,0,[35. 17.  9. 87. 55. 21.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[3. 3. 3. 3. 3. 3.],[-10. -10. -10. -10. -10. -10.],[-3.  5. -1. -5.  0.  1.  4.  0.  0.  6. 16. -2. -7.  6.  2. -4.  0.  0.]
