Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2000-0-0 2:45:30.860	-0.0386	0.2061	0.9556	-7.8735	-36.7432	-9.2773	11.437	3.664	-100.223	33.21	None	None	None	None	None	None	None	-0.63562	-0.08585	0.05447	0.7652
 2000-0-0 2:45:30.880	-0.0117	0.189	1.0601	-1.77	-28.0762	-7.9346	11.387	2.714	-100.8	33.17	None	None	None	None	None	None	None	-0.63254	-0.07892	0.05984	0.7681
 2000-0-0 2:45:30.900	0.021	0.1895	0.9893	-0.3052	-29.1138	-4.2114	11.398	1.681	-101.245	33.23	None	None	None	None	None	None	None	-0.63034	-0.07181	0.06592	0.77011
 2000-0-0 2:45:30.920	0.0449	0.1943	0.9473	-2.0142	-30.7617	0.9155	11.343	0.527	-101.492	33.2	None	None	None	None	None	None	None	-0.62949	-0.06366	0.07202	0.77097
 2000-0-0 2:45:30.940	0.0264	0.1104	0.9888	-3.7842	-31.311	13.7329	11.217	-0.692	-101.47	33.18	None	None	None	None	None	None	None	-0.63049	-0.05472	0.07791	0.77026
 2000-0-0 2:45:30.960	0.0776	0.125	0.9429	-9.6436	-23.0103	15.625	10.904	-1.835	-101.146	33.21	None	None	None	None	None	None	None	-0.63342	-0.04556	0.08197	0.76804
 2000-0-0 2:45:30.980	0.1216	0.1436	0.9512	-20.752	-8.3008	21.4233	10.399	-2.659	-100.662	33.23	None	None	None	None	None	None	None	-0.63727	-0.03754	0.08295	0.76517
 2000-0-0 2:45:31.0	0.0947	0.0967	1.0225	-7.4463	-10.0708	9.3384	9.679	-3.087	-100.042	33.23	None	None	None	None	None	None	None	-0.64182	-0.03113	0.08032	0.76193
 2000-0-0 2:45:31.20	0.1562	0.1421	1.0317	-11.9629	-15.1978	19.4702	9.316	-3.576	-99.695	33.22	None	None	None	None	None	None	None	-0.64438	-0.02606	0.0806	0.75992
 2000-0-0 2:45:31.40	0.2002	0.1074	1.0654	-18.7378	-25.6958	32.4097	8.723	-4.395	-98.948	33.2	None	None	None	None	None	None	None	-0.64969	-0.01779	0.08112	0.75558
 2000-0-0 2:45:31.60	0.1401	-0.0039	1.0347	-22.7051	-29.7241	40.4663	7.833	-5.625	-97.773	33.21	None	None	None	None	None	None	None	-0.65775	-0.00543	0.08209	0.74866
 2000-0-0 2:45:31.80	0.1538	0.0269	0.9854	-8.3008	-12.3291	17.334	6.932	-6.779	-96.559	33.21	None	None	None	None	None	None	None	-0.66574	0.00641	0.08286	0.74149
 2000-0-0 2:45:31.100	0.188	0.0654	0.9692	-2.4414	0.3052	12.9395	6.575	-7.196	-95.993	33.22	None	None	None	None	None	None	None	-0.66934	0.01077	0.08304	0.73813
 2000-0-0 2:45:31.120	0.1943	0.0693	0.9644	-2.3193	-2.1362	16.8457	6.405	-7.256	-95.482	33.21	None	None	None	None	None	None	None	-0.67264	0.01181	0.08231	0.73523
 2000-0-0 2:45:31.140	0.23	0.0601	0.9678	-5.7373	-8.1787	20.5688	6.18	-7.471	-94.823	33.17	None	None	None	None	None	None	None	-0.67679	0.01407	0.08221	0.73135
 2000-0-0 2:45:31.160	0.3008	0.0405	1.0054	-9.6436	-12.6953	23.6206	5.79	-7.932	-94.048	33.19	None	None	None	None	None	None	None	-0.68164	0.01877	0.08255	0.72672
 2000-0-0 2:45:31.180	0.3076	-0.0107	1.0176	-7.1411	-15.3809	17.0898	5.295	-8.564	-93.257	33.21	None	None	None	None	None	None	None	-0.68646	0.02512	0.08334	0.72186
 2000-0-0 2:45:31.200	0.1904	-0.001	0.9434	4.1504	-11.7188	-8.3618	5.054	-9.201	-92.917	33.24	None	None	None	None	None	None	None	-0.68842	0.0304	0.08569	0.71951
