Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2000-0-0 0:12:30.280	-0.0049	0.3887	0.9185	0.0	0.0	0.0	22.599	0.346	3.862	29.44	None	None	None	None	None	None	None	0.98056	0.19305	0.00861	0.03265
 2000-0-0 0:12:30.300	-0.0063	0.3887	0.9204	0.0	0.0	0.0	22.61	0.346	3.862	29.46	None	None	None	None	None	None	None	0.98056	0.19312	0.00861	0.03262
 2000-0-0 0:12:30.320	-0.0063	0.3872	0.9189	0.0	0.0	0.0	22.615	0.346	3.862	29.44	None	None	None	None	None	None	None	0.98053	0.19318	0.00861	0.03262
 2000-0-0 0:12:30.340	-0.0063	0.3872	0.9204	0.0	0.0	0.0	22.621	0.352	3.862	29.45	None	None	None	None	None	None	None	0.98053	0.19324	0.00864	0.03262
 2000-0-0 0:12:30.360	-0.0059	0.3882	0.9199	0.0	0.0	0.0	22.626	0.352	3.862	29.49	None	None	None	None	None	None	None	0.9805	0.19327	0.00864	0.03262
 2000-0-0 0:12:30.380	-0.0049	0.3877	0.9194	0.0	0.0	0.0	22.637	0.352	3.862	29.47	None	None	None	None	None	None	None	0.9805	0.19333	0.00864	0.03262
 2000-0-0 0:12:30.400	-0.0049	0.3882	0.9204	0.0	0.0	0.0	22.643	0.352	3.862	29.42	None	None	None	None	None	None	None	0.9805	0.19339	0.00867	0.03262
 2000-0-0 0:12:30.420	-0.0044	0.3887	0.9199	0.0	0.0	0.0	22.648	0.352	3.862	29.42	None	None	None	None	None	None	None	0.98047	0.19345	0.00867	0.03262
 2000-0-0 0:12:30.440	-0.0068	0.3867	0.9219	0.0	0.0	0.0	22.654	0.357	3.862	29.44	None	None	None	None	None	None	None	0.98047	0.19351	0.00867	0.03262
 2000-0-0 0:12:30.460	-0.0103	0.3853	0.9165	0.0	0.0	0.0	22.659	0.357	3.862	29.44	None	None	None	None	None	None	None	0.98047	0.19354	0.0087	0.03262
 2000-0-0 0:12:30.480	-0.0117	0.3853	0.9219	0.0	0.0	0.0	22.665	0.357	3.862	29.5	None	None	None	None	None	None	None	0.98044	0.1936	0.0087	0.03262
 2000-0-0 0:12:30.500	-0.0073	0.3887	0.9189	0.3052	0.0	0.0	22.676	0.357	3.862	29.48	None	None	None	None	None	None	None	0.98044	0.1937	0.00873	0.03262
 2000-0-0 0:12:30.520	-0.0039	0.3931	0.9204	0.2441	0.0	0.0	22.698	0.363	3.862	29.45	None	None	None	None	None	None	None	0.98041	0.19385	0.00876	0.03262
 2000-0-0 0:12:30.540	0.0015	0.397	0.9106	0.061	0.0	0.0	22.709	0.363	3.862	29.47	None	None	None	None	None	None	None	0.98038	0.19397	0.00876	0.03259
 2000-0-0 0:12:30.560	0.0034	0.3965	0.9209	0.0	0.0	0.0	22.72	0.363	3.862	29.48	None	None	None	None	None	None	None	0.98035	0.19406	0.00876	0.03259
 2000-0-0 0:12:30.580	-0.0044	0.3877	0.9165	-0.1221	0.061	0.0	22.725	0.363	3.862	29.43	None	None	None	None	None	None	None	0.98035	0.19409	0.00879	0.03259
 2000-0-0 0:12:30.600	-0.0088	0.3813	0.9214	-0.5493	0.0	0.0	22.714	0.363	3.862	29.48	None	None	None	None	None	None	None	0.98038	0.19403	0.00879	0.03262
 2000-0-0 0:12:30.620	-0.0112	0.3828	0.9219	0.0	0.0	0.0	22.709	0.363	3.862	29.48	None	None	None	None	None	None	None	0.98038	0.194	0.00879	0.03262
 2000-0-0 0:12:30.640	-0.0073	0.3911	0.9194	0.5493	0.0	0.0	22.731	0.363	3.862	29.43	None	None	None	None	None	None	None	0.98035	0.19412	0.00879	0.03259
 2000-0-0 0:12:30.660	-0.0098	0.3936	0.9155	0.061	0.0	0.0	22.747	0.368	3.862	29.44	None	None	None	None	None	None	None	0.98032	0.19431	0.00882	0.03259
 2000-0-0 0:12:30.680	-0.0073	0.3955	0.9175	-0.1831	0.0	0.0	22.753	0.368	3.862	29.49	None	None	None	None	None	None	None	0.98032	0.19434	0.00882	0.03259
 2000-0-0 0:12:30.700	-0.0059	0.3926	0.9189	0.061	0.0	0.0	22.758	0.368	3.862	29.44	None	None	None	None	None	None	None	0.98029	0.19437	0.00882	0.03259
 2000-0-0 0:12:30.720	-0.0029	0.3916	0.917	0.0	0.0	0.0	22.769	0.368	3.862	29.47	None	None	None	None	None	None	None	0.98029	0.19446	0.00885	0.03259
