Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2000-0-0 0:0:50.340	-0.084	-0.083	0.9912	0.0	0.0	0.0	-4.515	4.977	0.654	28.69	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
 2000-0-0 0:0:50.360	-0.0854	-0.0845	0.9902	0.0	0.0	0.0	-4.515	4.977	0.654	28.71	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
 2000-0-0 0:0:50.380	-0.0859	-0.085	0.9907	0.0	0.0	0.0	-4.515	4.977	0.654	28.69	None	None	None	None	None	None	None	0.99814	-0.04236	0.04224	0.00751
 2000-0-0 0:0:50.400	-0.0859	-0.0859	0.9907	0.0	0.0	0.0	-4.515	4.977	0.654	28.74	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
 2000-0-0 0:0:50.420	-0.084	-0.0859	0.9902	0.0	0.0	0.0	-4.515	4.977	0.654	28.71	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
 2000-0-0 0:0:50.440	-0.0835	-0.0835	0.9912	0.0	0.0	0.0	-4.515	4.977	0.654	28.69	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
 2000-0-0 0:0:50.460	-0.0835	-0.0825	0.9912	0.0	0.0	0.0	-4.515	4.977	0.654	28.7	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
 2000-0-0 0:0:50.480	-0.084	-0.082	0.9912	0.0	0.0	0.0	-4.515	4.977	0.654	28.69	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
 2000-0-0 0:0:50.500	-0.085	-0.0825	0.9907	0.0	0.0	0.0	-4.515	4.977	0.654	28.73	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
 2000-0-0 0:0:50.520	-0.085	-0.0825	0.9912	0.0	0.0	0.0	-4.515	4.977	0.654	28.7	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
 2000-0-0 0:0:50.540	-0.085	-0.085	0.9912	0.0	0.0	0.0	-4.515	4.977	0.654	28.7	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
 2000-0-0 0:0:50.560	-0.0845	-0.0859	0.9907	0.0	0.0	0.0	-4.515	4.977	0.654	28.67	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
 2000-0-0 0:0:50.580	-0.0845	-0.0854	0.9907	0.0	0.0	0.0	-4.515	4.977	0.654	28.76	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
 2000-0-0 0:0:50.600	-0.0845	-0.0845	0.9907	0.0	0.0	0.0	-4.515	4.977	0.654	28.68	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
 2000-0-0 0:0:50.620	-0.084	-0.083	0.9912	0.0	0.0	0.0	-4.515	4.977	0.654	28.74	None	None	None	None	None	None	None	0.99814	-0.04239	0.04224	0.00751
