Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2000-0-0 0:0:37.75	0.0234	0.2979	0.9551	-0.2441	0.0	0.0	16.891	-1.296	0.802	31.42	None	None	None	None	None	None	None	0.98941	0.14423	-0.01108	0.0087
 2000-0-0 0:0:37.80	0.0234	0.2979	0.9551	-0.2441	0.0	0.0	16.891	-1.296	0.802	31.42	None	None	None	None	None	None	None	0.98941	0.14423	-0.01108	0.0087
 2000-0-0 0:0:37.85	0.0234	0.2979	0.9551	-0.2441	0.0	0.0	16.891	-1.296	0.802	31.42	None	None	None	None	None	None	None	0.98941	0.14423	-0.01108	0.0087
 2000-0-0 0:0:37.90	0.0234	0.2983	0.9551	-0.061	0.0	0.0	16.897	-1.291	0.802	31.42	None	None	None	None	None	None	None	0.98941	0.14423	-0.01108	0.0087
 2000-0-0 0:0:37.95	0.0234	0.2983	0.9551	-0.061	0.0	0.0	16.897	-1.291	0.802	31.42	None	None	None	None	None	None	None	0.98938	0.14426	-0.01108	0.0087
 2000-0-0 0:0:37.100	0.0234	0.2983	0.9551	-0.061	0.0	0.0	16.897	-1.291	0.802	31.42	None	None	None	None	None	None	None	0.98938	0.14426	-0.01108	0.0087
 2000-0-0 0:0:37.105	0.0234	0.2983	0.9551	-0.061	0.0	0.0	16.902	-1.291	0.802	31.42	None	None	None	None	None	None	None	0.98938	0.14426	-0.01105	0.0087
 2000-0-0 0:0:37.110	0.0229	0.2993	0.9541	0.0	0.0	0.0	16.902	-1.291	0.802	31.38	None	None	None	None	None	None	None	0.98938	0.14429	-0.01105	0.0087
 2000-0-0 0:0:37.115	0.0229	0.2993	0.9541	0.0	0.0	0.0	16.902	-1.291	0.802	31.38	None	None	None	None	None	None	None	0.98938	0.14432	-0.01105	0.0087
 2000-0-0 0:0:37.120	0.0229	0.2993	0.9541	0.0	0.0	0.0	16.908	-1.291	0.802	31.38	None	None	None	None	None	None	None	0.98938	0.14432	-0.01105	0.0087
 2000-0-0 0:0:37.125	0.0229	0.2993	0.9541	0.0	0.0	0.0	16.908	-1.291	0.802	31.38	None	None	None	None	None	None	None	0.98938	0.14435	-0.01105	0.0087
 2000-0-0 0:0:37.130	0.0229	0.2988	0.9502	0.0	0.061	0.0	16.913	-1.291	0.802	31.38	None	None	None	None	None	None	None	0.98938	0.14438	-0.01105	0.0087
 2000-0-0 0:0:37.135	0.0229	0.2988	0.9502	0.0	0.061	0.0	16.913	-1.291	0.802	31.38	None	None	None	None	None	None	None	0.98938	0.14441	-0.01102	0.0087
 2000-0-0 0:0:37.140	0.0229	0.2988	0.9502	0.0	0.061	0.0	16.919	-1.291	0.802	31.38	None	None	None	None	None	None	None	0.98938	0.14441	-0.01102	0.0087
 2000-0-0 0:0:37.145	0.0229	0.2988	0.9502	0.0	0.061	0.0	16.919	-1.291	0.802	31.38	None	None	None	None	None	None	None	0.98935	0.14444	-0.01102	0.0087
 2000-0-0 0:0:37.150	0.0229	0.2998	0.9492	0.0	0.061	0.0	16.924	-1.285	0.802	31.45	None	None	None	None	None	None	None	0.98935	0.14447	-0.01102	0.0087
 2000-0-0 0:0:37.155	0.0229	0.2998	0.9492	0.0	0.061	0.0	16.924	-1.285	0.802	31.45	None	None	None	None	None	None	None	0.98935	0.14447	-0.01102	0.00873
 2000-0-0 0:0:37.160	0.0229	0.2998	0.9492	0.0	0.061	0.0	16.924	-1.285	0.807	31.45	None	None	None	None	None	None	None	0.98935	0.1445	-0.01099	0.00873
 2000-0-0 0:0:37.165	0.0229	0.2998	0.9492	0.0	0.061	0.0	16.93	-1.285	0.807	31.45	None	None	None	None	None	None	None	0.98935	0.14453	-0.01099	0.00873
 2000-0-0 0:0:37.170	0.0229	0.2998	0.9512	-0.1831	0.0	0.0	16.93	-1.285	0.807	31.42	None	None	None	None	None	None	None	0.98935	0.14453	-0.01099	0.00873
 2000-0-0 0:0:37.175	0.0229	0.2998	0.9512	-0.1831	0.0	0.0	16.93	-1.285	0.807	31.42	None	None	None	None	None	None	None	0.98935	0.14453	-0.01099	0.00873
 2000-0-0 0:0:37.180	0.0229	0.2998	0.9512	-0.1831	0.0	0.0	16.93	-1.285	0.807	31.42	None	None	None	None	None	None	None	0.98935	0.14453	-0.01099	0.00873
 2000-0-0 0:0:37.185	0.0229	0.2998	0.9512	-0.1831	0.0	0.0	16.93	-1.285	0.807	31.42	None	None	None	None	None	None	None	0.98935	0.14453	-0.01099	0.00873
 2000-0-0 0:0:37.190	0.0234	0.2988	0.9521	-0.2441	0.0	0.0	16.93	-1.285	0.807	31.44	None	None	None	None	None	None	None	0.98935	0.14453	-0.01099	0.00873
 2000-0-0 0:0:37.195	0.0234	0.2988	0.9521	-0.2441	0.0	0.0	16.93	-1.285	0.807	31.44	None	None	None	None	None	None	None	0.98935	0.14453	-0.01099	0.00873
 2000-0-0 0:0:37.200	0.0234	0.2988	0.9521	-0.2441	0.0	0.0	16.93	-1.285	0.807	31.44	None	None	None	None	None	None	None	0.98935	0.14453	-0.01099	0.00873
 2000-0-0 0:0:37.205	0.0234	0.2988	0.9521	-0.2441	0.0	0.0	16.93	-1.285	0.802	31.44	None	None	None	None	None	None	None	0.98935	0.14453	-0.01099	0.0087
 2000-0-0 0:0:37.210	0.0244	0.2979	0.9536	-0.1831	0.0	0.0	16.93	-1.285	0.802	31.43	None	None	None	None	None	None	None	0.98935	0.14453	-0.01099	0.0087
 2000-0-0 0:0:37.215	0.0244	0.2979	0.9536	-0.1831	0.0	0.0	16.93	-1.285	0.802	31.43	None	None	None	None	None	None	None	0.98935	0.14453	-0.01099	0.0087
 2000-0-0 0:0:37.220	0.0244	0.2979	0.9536	-0.1831	0.0	0.0	16.93	-1.285	0.802	31.43	None	None	None	None	None	None	None	0.98935	0.14453	-0.01099	0.0087
 2000-0-0 0:0:37.225	0.0244	0.2979	0.9536	-0.1831	0.0	0.0	16.93	-1.285	0.802	31.43	None	None	None	None	None	None	None	0.98935	0.14453	-0.01099	0.0087
 2000-0-0 0:0:37.230	0.0229	0.2983	0.9546	-0.1831	0.0	0.0	16.93	-1.285	0.802	31.41	None	None	None	None	None	None	None	0.98935	0.14456	-0.01099	0.0087
 2000-0-0 0:0:37.235	0.0229	0.2983	0.9546	-0.1831	0.0	0.0	16.935	-1.285	0.802	31.41	None	None	None	None	None	None	None	0.98935	0.14456	-0.01099	0.0087
 2000-0-0 0:0:37.240	0.0229	0.2983	0.9546	-0.1831	0.0	0.0	16.935	-1.285	0.802	31.41	None	None	None	None	None	None	None	0.98935	0.14456	-0.01099	0.0087
 2000-0-0 0:0:37.245	0.0229	0.2983	0.9546	-0.1831	0.0	0.0	16.935	-1.285	0.802	31.41	None	None	None	None	None	None	None	0.98935	0.14456	-0.01099	0.0087
 2000-0-0 0:0:37.250	0.0229	0.3003	0.9541	-0.061	0.0	0.0	16.935	-1.285	0.802	31.4	None	None	None	None	None	None	None	0.98935	0.14459	-0.01099	0.0087
 2000-0-0 0:0:37.255	0.0229	0.3003	0.9541	-0.061	0.0	0.0	16.935	-1.285	0.802	31.4	None	None	None	None	None	None	None	0.98935	0.14459	-0.01099	0.0087
 2000-0-0 0:0:37.260	0.0229	0.3003	0.9541	-0.061	0.0	0.0	16.941	-1.285	0.802	31.4	None	None	None	None	None	None	None	0.98935	0.14462	-0.01099	0.0087
 2000-0-0 0:0:37.265	0.0229	0.3003	0.9541	-0.061	0.0	0.0	16.941	-1.285	0.807	31.4	None	None	None	None	None	None	None	0.98935	0.14462	-0.01099	0.0087
 2000-0-0 0:0:37.270	0.0225	0.3003	0.9517	0.0	0.061	0.0	16.941	-1.285	0.807	31.41	None	None	None	None	None	None	None	0.98935	0.14465	-0.01099	0.00873
 2000-0-0 0:0:37.275	0.0225	0.3003	0.9517	0.0	0.061	0.0	16.946	-1.285	0.807	31.41	None	None	None	None	None	None	None	0.98932	0.14465	-0.01096	0.00873
 2000-0-0 0:0:37.280	0.0225	0.3003	0.9517	0.0	0.061	0.0	16.946	-1.28	0.807	31.41	None	None	None	None	None	None	None	0.98932	0.14468	-0.01096	0.00873
 2000-0-0 0:0:37.285	0.0225	0.3003	0.9517	0.0	0.061	0.0	16.952	-1.28	0.807	31.41	None	None	None	None	None	None	None	0.98932	0.14471	-0.01096	0.00873
 2000-0-0 0:0:37.290	0.022	0.3003	0.9487	0.0	0.061	0.0	16.952	-1.28	0.807	31.42	None	None	None	None	None	None	None	0.98932	0.14471	-0.01096	0.00873
 2000-0-0 0:0:37.295	0.022	0.3003	0.9487	0.0	0.061	0.0	16.957	-1.28	0.807	31.42	None	None	None	None	None	None	None	0.98932	0.14474	-0.01093	0.00873
 2000-0-0 0:0:37.300	0.022	0.3003	0.9487	0.0	0.061	0.0	16.957	-1.28	0.807	31.42	None	None	None	None	None	None	None	0.98932	0.14478	-0.01093	0.00873
 2000-0-0 0:0:37.305	0.0229	0.3003	0.9502	-0.1221	0.0	0.0	16.957	-1.28	0.807	31.41	None	None	None	None	None	None	None	0.98932	0.14478	-0.01093	0.00873
 2000-0-0 0:0:37.310	0.0229	0.3003	0.9502	-0.1221	0.0	0.0	16.957	-1.28	0.807	31.41	None	None	None	None	None	None	None	0.98932	0.14478	-0.01093	0.00873
 2000-0-0 0:0:37.315	0.0229	0.3003	0.9502	-0.1221	0.0	0.0	16.963	-1.28	0.807	31.41	None	None	None	None	None	None	None	0.98932	0.14478	-0.01093	0.00873
 2000-0-0 0:0:37.320	0.0229	0.3003	0.9502	-0.1221	0.0	0.0	16.963	-1.28	0.807	31.41	None	None	None	None	None	None	None	0.98932	0.14481	-0.01093	0.00873
 2000-0-0 0:0:37.325	0.0225	0.2998	0.9512	-0.2441	0.0	0.0	16.963	-1.28	0.807	31.39	None	None	None	None	None	None	None	0.98932	0.14481	-0.01093	0.00873
 2000-0-0 0:0:37.330	0.0225	0.2998	0.9512	-0.2441	0.0	0.0	16.963	-1.28	0.807	31.39	None	None	None	None	None	None	None	0.98932	0.14481	-0.01093	0.00873
 2000-0-0 0:0:37.335	0.0225	0.2998	0.9512	-0.2441	0.0	0.0	16.963	-1.28	0.807	31.39	None	None	None	None	None	None	None	0.98932	0.14481	-0.01093	0.00873
 2000-0-0 0:0:37.340	0.0225	0.2998	0.9512	-0.2441	0.0	0.0	16.963	-1.28	0.807	31.39	None	None	None	None	None	None	None	0.98932	0.14481	-0.01093	0.00873
 2000-0-0 0:0:37.345	0.0225	0.2993	0.9541	-0.2441	0.0	0.0	16.963	-1.28	0.807	31.43	None	None	None	None	None	None	None	0.98932	0.14481	-0.01093	0.00873
 2000-0-0 0:0:37.350	0.0225	0.2993	0.9541	-0.2441	0.0	0.0	16.963	-1.28	0.807	31.43	None	None	None	None	None	None	None	0.98932	0.14481	-0.01093	0.00873
 2000-0-0 0:0:37.355	0.0225	0.2993	0.9541	-0.2441	0.0	0.0	16.963	-1.28	0.807	31.43	None	None	None	None	None	None	None	0.98932	0.14481	-0.01093	0.00873
 2000-0-0 0:0:37.360	0.0225	0.2993	0.9541	-0.2441	0.0	0.0	16.963	-1.28	0.807	31.43	None	None	None	None	None	None	None	0.98932	0.14478	-0.01093	0.0087
 2000-0-0 0:0:37.365	0.0229	0.2979	0.9546	-0.1831	0.0	0.0	16.963	-1.28	0.807	31.44	None	None	None	None	None	None	None	0.98932	0.14481	-0.01093	0.0087
 2000-0-0 0:0:37.370	0.0229	0.2979	0.9546	-0.1831	0.0	0.0	16.963	-1.28	0.807	31.44	None	None	None	None	None	None	None	0.98932	0.14481	-0.01093	0.0087
 2000-0-0 0:0:37.375	0.0229	0.2979	0.9546	-0.1831	0.0	0.0	16.963	-1.28	0.807	31.44	None	None	None	None	None	None	None	0.98932	0.14481	-0.01093	0.0087
 2000-0-0 0:0:37.380	0.0229	0.2979	0.9546	-0.1831	0.0	0.0	16.963	-1.28	0.807	31.44	None	None	None	None	None	None	None	0.98932	0.14481	-0.01093	0.0087
 2000-0-0 0:0:37.385	0.0234	0.2993	0.9551	-0.061	0.0	0.0	16.963	-1.28	0.807	31.41	None	None	None	None	None	None	None	0.98932	0.14484	-0.01093	0.0087
 2000-0-0 0:0:37.390	0.0234	0.2993	0.9551	-0.061	0.0	0.0	16.968	-1.28	0.807	31.41	None	None	None	None	None	None	None	0.98932	0.14484	-0.01093	0.0087
 2000-0-0 0:0:37.395	0.0234	0.2993	0.9551	-0.061	0.0	0.0	16.968	-1.28	0.807	31.41	None	None	None	None	None	None	None	0.98932	0.14487	-0.01093	0.0087
 2000-0-0 0:0:37.400	0.0234	0.2993	0.9551	-0.061	0.0	0.0	16.968	-1.28	0.807	31.41	None	None	None	None	None	None	None	0.98929	0.14487	-0.01093	0.0087
 2000-0-0 0:0:37.405	0.0225	0.3003	0.9517	0.0	0.061	0.0	16.974	-1.274	0.807	31.4	None	None	None	None	None	None	None	0.98929	0.1449	-0.01093	0.00873
 2000-0-0 0:0:37.410	0.0225	0.3003	0.9517	0.0	0.061	0.0	16.974	-1.274	0.807	31.4	None	None	None	None	None	None	None	0.98929	0.1449	-0.01089	0.00873
 2000-0-0 0:0:37.415	0.0225	0.3003	0.9517	0.0	0.061	0.0	16.979	-1.274	0.807	31.4	None	None	None	None	None	None	None	0.98929	0.14493	-0.01089	0.00873
 2000-0-0 0:0:37.420	0.0225	0.3003	0.9517	0.0	0.061	0.0	16.979	-1.274	0.807	31.4	None	None	None	None	None	None	None	0.98929	0.14496	-0.01089	0.00873
 2000-0-0 0:0:37.425	0.022	0.3013	0.9492	0.0	0.061	0.0	16.979	-1.274	0.807	31.41	None	None	None	None	None	None	None	0.98929	0.14496	-0.01086	0.00873
 2000-0-0 0:0:37.430	0.022	0.3013	0.9492	0.0	0.061	0.0	16.985	-1.274	0.807	31.41	None	None	None	None	None	None	None	0.98929	0.14499	-0.01086	0.00873
 2000-0-0 0:0:37.435	0.022	0.3013	0.9492	0.0	0.061	0.0	16.985	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98929	0.14502	-0.01086	0.00873
 2000-0-0 0:0:37.440	0.022	0.3013	0.9492	0.0	0.061	0.0	16.99	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98929	0.14505	-0.01086	0.00873
 2000-0-0 0:0:37.445	0.022	0.3008	0.9497	-0.1221	0.0	0.0	16.99	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98929	0.14505	-0.01086	0.00873
 2000-0-0 0:0:37.450	0.022	0.3008	0.9497	-0.1221	0.0	0.0	16.99	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98929	0.14505	-0.01083	0.00873
 2000-0-0 0:0:37.455	0.022	0.3008	0.9497	-0.1221	0.0	0.0	16.99	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98929	0.14508	-0.01083	0.00873
 2000-0-0 0:0:37.460	0.022	0.3008	0.9497	-0.1221	0.0	0.0	16.996	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98929	0.14508	-0.01083	0.00873
 2000-0-0 0:0:37.465	0.0234	0.3008	0.9512	-0.1831	0.0	0.0	16.996	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98929	0.14508	-0.01083	0.00873
 2000-0-0 0:0:37.470	0.0234	0.3008	0.9512	-0.1831	0.0	0.0	16.996	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98926	0.14508	-0.01083	0.00873
 2000-0-0 0:0:37.475	0.0234	0.3008	0.9512	-0.1831	0.0	0.0	16.996	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98926	0.14508	-0.01083	0.00873
 2000-0-0 0:0:37.480	0.0234	0.3008	0.9512	-0.1831	0.0	0.0	16.996	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98926	0.14508	-0.01083	0.00873
 2000-0-0 0:0:37.485	0.0229	0.3003	0.9521	-0.1831	0.0	0.0	16.996	-1.269	0.807	31.4	None	None	None	None	None	None	None	0.98926	0.14511	-0.01083	0.00873
 2000-0-0 0:0:37.490	0.0229	0.3003	0.9521	-0.1831	0.0	0.0	16.996	-1.269	0.807	31.4	None	None	None	None	None	None	None	0.98926	0.14511	-0.01083	0.00873
 2000-0-0 0:0:37.495	0.0229	0.3003	0.9521	-0.1831	0.0	0.0	16.996	-1.269	0.807	31.4	None	None	None	None	None	None	None	0.98926	0.14511	-0.01083	0.00873
 2000-0-0 0:0:37.500	0.0229	0.3003	0.9521	-0.1831	0.0	0.0	16.996	-1.269	0.807	31.4	None	None	None	None	None	None	None	0.98926	0.14511	-0.01083	0.00873
 2000-0-0 0:0:37.505	0.0239	0.3003	0.9531	-0.1831	0.0	0.0	16.996	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98926	0.14511	-0.01083	0.00873
 2000-0-0 0:0:37.510	0.0239	0.3003	0.9531	-0.1831	0.0	0.0	17.001	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98926	0.14511	-0.01083	0.00873
 2000-0-0 0:0:37.515	0.0239	0.3003	0.9531	-0.1831	0.0	0.0	17.001	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98926	0.14514	-0.01083	0.00873
 2000-0-0 0:0:37.520	0.0239	0.3003	0.9531	-0.1831	0.0	0.0	17.001	-1.269	0.807	31.41	None	None	None	None	None	None	None	0.98926	0.14514	-0.01083	0.00873
 2000-0-0 0:0:37.525	0.0234	0.2998	0.9541	-0.1221	0.0	0.0	17.001	-1.269	0.807	31.4	None	None	None	None	None	None	None	0.98926	0.14514	-0.01083	0.00873
 2000-0-0 0:0:37.530	0.0234	0.2998	0.9541	-0.1221	0.0	0.0	17.001	-1.269	0.807	31.4	None	None	None	None	None	None	None	0.98926	0.14514	-0.01083	0.00873
 2000-0-0 0:0:37.535	0.0234	0.2998	0.9541	-0.1221	0.0	0.0	17.001	-1.269	0.807	31.4	None	None	None	None	None	None	None	0.98926	0.14517	-0.01083	0.00873
 2000-0-0 0:0:37.540	0.0234	0.2998	0.9541	-0.1221	0.0	0.0	17.007	-1.269	0.807	31.4	None	None	None	None	None	None	None	0.98926	0.14517	-0.0108	0.00873
 2000-0-0 0:0:37.545	0.0234	0.2998	0.9526	-0.061	0.061	0.0	17.007	-1.263	0.807	31.42	None	None	None	None	None	None	None	0.98926	0.1452	-0.0108	0.00873
 2000-0-0 0:0:37.550	0.0234	0.2998	0.9526	-0.061	0.061	0.0	17.007	-1.263	0.807	31.42	None	None	None	None	None	None	None	0.98926	0.1452	-0.0108	0.00873
 2000-0-0 0:0:37.555	0.0234	0.2998	0.9526	-0.061	0.061	0.0	17.007	-1.263	0.807	31.42	None	None	None	None	None	None	None	0.98926	0.1452	-0.0108	0.00873
