count,T_count,sum_leg,reflex,on_reflex_,reflex_index,traj_error
784,2,[  0.  18.  61.   4. 763.  52.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0.  -1.   1.  -1.  -2.   2.   9.  -1.   6.   0.  -1.   0.   1.  92.
 -93.  -4.  -8.   0.]"
785,2,[  4.  19.  61.   4. 754.  50.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -1.   1.  -1.  -2.   2.   9.  -1.   6.  -1.  -1.   1.   1.  92.
 -91.  -5.  -8.   0.]"
786,2,[  4.  19.  62.   4. 747.  50.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0.   0.   1.  -1.  -2.   2.   9.  -2.   6.  -2.  -1.   1.   0.  90.
 -90.  -5.  -8.   0.]"
787,2,[  4.  19.  63.   4. 736.  51.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0.   0.   1.  -2.  -2.   3.  10.  -1.   6.   1.   0.   1.  -1.  90.
 -90.  -6.  -8.   0.]"
788,2,[  4.  22.  66.   0. 728.  52.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0.   0.   0.  -1.  -2.   3.  10.  -1.   7.   0.   0.   0.   0.  88.
 -88.  -5.  -8.   0.]"
789,2,[  0.  23.  68.   0. 719.  53.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  -1.   1.  -1.  -2.   3.  10.  -1.   6.   0.  -1.   1.   0.  87.
 -87.  -5.  -8.   0.]"
790,2,[  0.  24.  69.   0. 710.  53.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0.   0.   1.  -1.  -3.   3.   9.  -1.   6.   0.  -1.   1.   0.  85.
 -85.  -6.  -8.   0.]"
791,2,[  0.  26.  68.   0. 700.  54.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.   0.   1.  -1.  -3.   3.   9.  -1.   6.  -1.  -1.   1.  -1.  85.
 -83.  -5.  -8.   0.]"
792,2,[  0.  26.  67.   0. 688.  53.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.   0.   1.  -2.  -3.   2.   9.  -2.   6.  -1.  -1.   2.   0.  82.
 -83.  -4.  -8.   0.]"
793,2,[  4.  27.  66.   9. 677.  52.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.   0.   1.  -1.  -3.   2.  10.  -2.   6.   0.  -1.   1.   1.  81.
 -82.  -5.  -8.   1.]"
794,2,[  4.  27.  67.   9. 666.  52.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -1.   0.  -1.  -4.   3.   9.  -3.   6.  -1.  -1.   1.   0.  80.
 -80.  -5.  -8.   1.]"
795,2,[  4.  28.  69.   9. 656.  51.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  -3.   3.   0.  -4.   4.   8.  -3.   6.  -2.  -2.   3.   2.  77.
 -76.  -4.  -8.   0.]"
796,2,[  5.  25.  70.  12. 641.  50.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0.  -2.   1.  -1.  -4.   3.  10.  -5.   6.  -1.   0.   2.   1.  77.
 -79.  -5.  -8.   1.]"
797,2,[  0.  27.  74.   7. 632.  51.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0.  -2.   2.   0.  -4.   3.   9.  -5.   6.  -1.  -2.   1.   1.  76.
 -76.  -5.  -8.   0.]"
798,2,[  8.  29.  76.  12. 621.  51.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -3.   5.   0.  -4.   3.   9.  -6.   6.  -1.  -1.   1.   1.  75.
 -76.  -6.  -8.   1.]"
799,2,[ 21.  29.  79.  12. 617.  52.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -5.   6.   0.  -4.   3.   9.  -6.   6.  -1.  -1.   2.   1.  75.
 -75.  -6.  -8.   1.]"
800,2,[ 26.  28.  83.  10. 613.  54.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -6.   5.   0.  -4.   3.   9.  -6.   6.  -1.  -2.   2.   1.  74.
 -73.  -5.  -8.   1.]"
801,2,[ 34.  28.  83.  16. 604.  54.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -6.   5.  -2.  -4.   3.   8.  -6.   6.  -1.  -1.   1.   0.  71.
 -72.  -6.  -9.   1.]"
802,2,[ 45.  28.  83.  15. 591.  60.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0.  -7.   5.  -1.  -4.   3.   9.  -6.   6.  -1.  -1.   2.   1.  70.
 -70.  -5.  -8.   0.]"
803,2,[ 45.  28.  83.  16. 580.  55.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -7.   6.  -2.  -4.   4.   8.  -6.   6.  -1.  -1.   1.   1.  69.
 -68.  -6.  -8.   1.]"
804,2,[ 47.  29.  82.  15. 567.  55.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  -7.   7.  -2.  -2.   3.  10.  -6.   6.  -1.  -1.   2.   0.  69.
 -67.  -4.  -8.   0.]"
805,2,[ 50.  34.  83.  14. 556.  54.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -7.   6.  -1.  -2.   3.  10.  -6.   6.   0.  -1.   2.   0.  67.
 -65.  -5.  -8.   1.]"
806,2,[ 52.  31.  85.  11. 545.  52.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -6.   6.  -2.  -3.   3.   9.  -6.   6.   0.  -1.   1.   1.  65.
 -63.  -4.  -8.   1.]"
807,2,[ 57.  31.  85.  10. 533.  51.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -6.   5.  -2.  -3.   3.  11.  -6.   6.   0.  -1.   2.   1.  64.
 -61.  -5.  -8.   1.]"
808,2,[ 55.  29.  88.  11. 521.  50.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0.  -7.   5.  -3.  -3.   3.  10.  -6.   6.  -1.  -2.   2.   0.  64.
 -61.  -5.  -8.   1.]"
809,2,[ 48.  31.  88.  12. 510.  55.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -6.   5.  -3.  -2.   3.  10.  -6.   6.  -1.  -1.   2.   0.  63.
 -60.  -5.  -8.   1.]"
810,2,[ 46.  33.  88.  12. 501.  55.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -7.   5.  -3.  -2.   3.  10.  -7.   6.   0.  -2.   2.   1.  62.
 -61.  -5.  -8.   1.]"
811,2,[ 46.  33.  90.  14. 496.  56.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  -6.   5.  -4.  -2.   3.  11.  -6.   6.   0.  -1.   2.   1.  63.
 -60.  -5.  -8.   1.]"
812,2,[ 46.  34.  90.  14. 494.  56.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -6.   5.  -3.  -2.   2.  10.  -7.   6.  -1.  -2.   1.   0.  62.
 -59.  -5.  -8.   1.]"
813,2,[ 50.  32.  91.  13. 490.  56.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -7.   5.  -4.  -2.   2.  10.  -6.   6.  -1.  -2.   2.   0.  63.
 -59.  -5.  -8.   1.]"
814,2,[ 51.  32.  91.  14. 489.  56.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -6.   4.  -4.  -2.   2.   9.  -7.   5.   0.  -1.   2.   0.  62.
 -59.  -4.  -8.   0.]"
815,2,[ 49.  32.  89.  13. 487.  51.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -7.   5.  -4.  -1.   2.   9.  -7.   6.   0.  -2.   2.   0.  63.
 -58.  -5.  -8.   1.]"
816,2,[ 49.  30.  88.  14. 485.  51.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1.  -8.   6.  -4.   0.   2.   9.  -7.   6.  -1.  -2.   1.  -1.  62.
 -58.  -3.  -8.   1.]"
817,2,[ 52.  24.  87.  14. 484.  49.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  -8.   5.  -5.  -1.   1.   8.  -7.   6.  -1.  -1.   2.   0.  61.
 -56.  -4.  -8.   1.]"
818,2,[ 54.  24.  86.  13. 479.  48.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  -9.   6.  -6.   1.   1.   9.  -7.   6.   0.  -1.   1.   0.  61.
 -56.  -3.  -8.   1.]"
819,2,[ 60.  25.  87.  12. 475.  51.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -10.   8.  -6.   0.  -1.   7.  -7.   6.  -1.  -3.   3.   0.  60.
 -54.  -3. -10.   1.]"
820,2,[ 67.  21.  85.  14. 468.  51.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -10.   7.  -6.   2.   0.   7.  -7.   5.   0.  -2.   3.  -1.  60.
 -54.  -2.  -8.   1.]"
821,2,[ 71.  23.  82.  16. 462.  50.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -13.   8.  -6.   2.   0.   7.  -7.   5.   0.  -2.   3.  -1.  60.
 -52.  -2.  -9.   1.]"
822,2,[ 79.  24.  80.  18. 457.  49.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3. -13.   8.  -7.   2.   0.   6.  -6.   5.  -1.  -3.   5.  -2.  59.
 -51.  -3.  -8.   1.]"
823,2,[ 86.  25.  75.  24. 450.  49.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4. -14.   9.  -7.   3.  -1.   6.  -6.   5.  -1.  -5.   4.  -1.  56.
 -51.  -2.  -9.   0.]"
824,2,[ 93.  35.  72.  27. 448.  43.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3. -14.   9.  -7.   3.  -2.   6.  -7.   5.  -2.  -6.   5.  -1.  56.
 -50.  -3.  -9.   1.]"
825,2,[100.  37.  71.  33. 440.  45.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3. -16.   9.  -8.   4.  -1.   4.  -7.   5.   0.  -7.   6.   0.  55.
 -47.  -1.  -9.   1.]"
826,2,[105.  41.  68.  41. 425.  44.],[1. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3. -16.  10.  -9.   4.  -2.   3.  -7.   5.   0.  -8.   6.  -1.  54.
 -47.  -2.  -9.   1.]"
827,2,[110.  51.  66.  47. 416.  44.],[1. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4. -15.   8.  -9.   4.  -2.   3.  -7.   6.   0.  -7.   5.  -1.  54.
 -46.  -2.  -9.   1.]"
828,2,[110.  55.  65.  50. 409.  48.],[1. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3. -12.   5. -10.   5.  -2.   3.  -6.   5.   0.  -8.   6.  -1.  54.
 -47.  -2.  -9.   0.]"
829,2,[104.  60.  61.  53. 404.  43.],[1. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3. -10.   2. -11.   4.  -3.   3.  -6.   5.   0.  -7.   6.   0.  54.
 -45.  -2.  -9.   1.]"
830,2,[ 91.  65.  59.  53. 401.  44.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  -8.   1. -11.   5.  -4.   2.  -7.   5.  -1.  -8.   6.  -1.  54.
 -43.  -1.  -9.   1.]"
831,2,[ 74.  70.  58.  53. 397.  43.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  -7.  -1. -12.   5.  -4.   1.  -7.   5.   0.  -7.   5.   0.  53.
 -42.  -2. -10.   1.]"
832,2,[ 49.  76.  55.  53. 392.  44.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2.  -8.  -1. -13.   5.  -4.   1.  -6.   5.   0.  -7.   6.   0.  53.
 -42.  -2.  -9.   1.]"
833,2,[ 44.  81.  53.  52. 386.  48.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  -7.  -1. -14.   5.  -4.   0.  -7.   4.   1.  -6.   4.   0.  53.
 -40.  -2.  -9.   1.]"
834,2,[ 41.  86.  46.  49. 380.  48.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  -7.   0. -14.   5.  -5.   0.  -7.   4.   0.  -7.   5.   0.  51.
 -40.  -2.  -9.   1.]"
835,2,[ 40.  90.  45.  47. 374.  49.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3.  -8.   1. -14.   5.  -6.   0.  -7.   4.   0.  -7.   4.  -1.  50.
 -39.  -2.  -9.   1.]"
836,2,[ 41.  94.  44.  46. 368.  48.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3. -10.   2. -15.   5.  -5.   0.  -7.   4.   0.  -7.   5.   0.  49.
 -39.  -2. -10.   1.]"
837,2,[ 44.  97.  44.  45. 361.  49.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3. -11.   2. -15.   5.  -6.  -1.  -8.   4.   0.  -7.   5.  -1.  48.
 -38.  -2.  -9.   1.]"
838,2,[ 48. 100.  45.  47. 354.  49.],[0. 0. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  4. -12.   5. -16.   5.  -6.  -2.  -8.   3.   0.  -7.   5.  -1.  47.
 -37.  -2.  -9.   1.]"
839,2,[ 64. 103.  45.  47. 347.  49.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3. -13.   5. -16.   5.  -7.  -1.  -8.   3.   1.  -6.   4.  -1.  47.
 -37.  -2. -11.   1.]"
840,2,[ 73. 106.  45.  46. 342.  51.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  3. -15.   7. -17.   6.  -6.  -2. -10.   2.   1.  -8.   4.   0.  45.
 -37.  -2. -10.   1.]"
841,2,[ 83. 110.  52.  46. 336.  51.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -17.   9. -17.   7.  -8.  -1. -10.   3.   0.  -8.   5.  -1.  44.
 -38.  -1. -10.   1.]"
842,2,[ 94. 116.  53.  47. 332.  51.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -18.  10. -17.   8.  -9.  -2.  -9.   3.   0.  -8.   5.   0.  43.
 -37.  -2. -10.   1.]"
843,2,[103. 123.  54.  48. 328.  52.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -19.  10. -17.  10.  -9.  -2.  -8.   3.   1.  -9.   5.   1.  44.
 -36.  -2.  -9.   1.]"
844,2,[112. 131.  55.  52. 324.  50.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -18.  11. -17.  12. -10.  -2.  -7.   2.   0.  -8.   5.   0.  44.
 -35.  -2.  -8.   1.]"
845,2,[118. 141.  52.  53. 321.  48.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -18.  12. -18.  14. -12.  -2.  -6.   0.   0.  -8.   5.   0.  44.
 -34.  -2.  -8.   2.]"
846,2,[123. 153.  38.  53. 317.  48.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -19.  11. -17.  16. -12.  -1.  -5.  -1.   0.  -9.   5.   1.  44.
 -33.  -1.  -7.   1.]"
847,2,[125. 164.  33.  54. 314.  44.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -19.  11. -17.  17. -15.  -1.  -4.  -1.  -1.  -8.   5.   1.  46.
 -33.  -1.  -6.   2.]"
848,2,[127. 177.  28.  53. 313.  41.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -19.  10. -17.  19. -16.  -1.  -2.  -1.  -1.  -9.   5.   1.  45.
 -32.  -1.  -6.   1.]"
849,2,[126. 190.  22.  54. 311.  38.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -18.   9. -17.  22. -17.  -1.  -2.   0.  -1.  -9.   5.   3.  44.
 -32.  -1.  -5.   2.]"
850,2,[122. 202.  17.  55. 315.  34.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -20.   8. -17.  24. -19.  -1.  -1.  -1.  -1.  -9.   5.   5.  43.
 -32.  -1.  -4.   2.]"
851,2,[119. 217.  13.  59. 317.  32.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -19.   8. -18.  27. -22.  -1.   1.  -1.  -1.  -9.   5.   5.  43.
 -32.  -1.  -4.   1.]"
852,2,[115. 235.   4.  60. 317.  29.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  2. -18.   7. -18.  29. -24.   0.   2.  -1.   0. -11.   5.   6.  41.
 -31.  -1.  -3.   2.]"
853,2,[112. 254.   0.  58. 317.  27.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -19.   8. -17.  32. -27.  -1.   2.  -2.   0. -10.   5.   5.  40.
 -31.   1.  -3.   2.]"
854,2,[112. 274.   5.  59. 314.  21.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  1. -19.   7. -17.  33. -29.  -1.   3.  -2.   0. -11.   5.   6.  39.
 -30.   0.  -3.   1.]"
855,2,[110. 293.  14.  61. 309.  19.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0. -19.   7. -17.  34. -32.  -1.   2.  -3.  -1. -11.   5.   6.  39.
 -29.   1.  -3.   1.]"
856,2,[104. 309.  17.  63. 303.  18.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0. -18.   6. -17.  37. -33.  -1.   2.  -3.  -1. -11.   5.   7.  38.
 -28.   2.  -3.   0.]"
857,2,[103. 325.  23.  63. 298.  12.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0. -18.   6. -17.  40. -35.  -1.   2.  -3.  -2. -11.   6.   7.  35.
 -26.   2.  -2.   0.]"
858,2,[100. 341.  24.  65. 290.  11.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[  0. -18.   6. -17.  42. -37.  -1.   2.  -2.  -1. -11.   5.   7.  36.
 -24.   1.  -2.   0.]"
859,2,[ 98. 358.  23.  70. 282.  16.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -1. -18.   6. -17.  44. -40.  -1.   2.  -3.  -1. -11.   5.   7.  34.
 -22.   0.  -3.  -2.]"
860,2,[ 96. 376.  23.  70. 271.  10.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -1. -18.   5. -15.  45. -41.   0.   1.  -3.  -1. -11.   5.   7.  34.
 -22.   0.  -2.  -3.]"
861,2,[ 95. 390.  18.  70. 261.   9.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2. -17.   6. -16.  47. -42.   0.   2.  -2.   0. -11.   5.   7.  31.
 -20.   1.  -3.  -4.]"
862,2,[ 94. 403.  17.  64. 251.  10.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -3. -17.   6. -17.  51. -45.   0.   1.  -2.   0. -11.   5.   7.  31.
 -18.   1.  -2.  -2.]"
863,2,[100. 420.  16.  64. 240.  21.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -3. -17.   6. -16.  53. -46.   1.   1.  -3.   0. -11.   5.   7.  30.
 -17.   1.  -2.  -3.]"
864,2,[101. 434.  15.  64. 231.  21.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -3. -16.   5. -15.  56. -47.   1.   2.  -2.   0. -12.   6.   8.  27.
 -16.   0.  -2.  -4.]"
865,2,[101. 451.  15.  66. 219.  22.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -3. -17.   6. -15.  57. -49.   1.   2.  -2.   0. -12.   5.   9.  26.
 -14.   1.  -1.  -3.]"
866,2,[102. 467.  15.  67. 210.  19.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -3. -15.   6. -13.  59. -50.   1.   2.  -3.   0. -13.   5.   9.  25.
 -13.   0.  -1.  -3.]"
867,2,[100. 476.  21.  69. 201.  19.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -4. -16.   5. -12.  62. -53.   1.   2.  -3.   0. -13.   6.  10.  23.
 -12.   0.  -1.  -3.]"
868,2,[ 99. 488.  22.  72. 192.  18.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -3. -16.   5. -11.  63. -55.   1.   2.  -2.   3. -12.   4.  11.  22.
 -10.  -1.  -1.  -2.]"
869,2,[ 99. 499.  22.  70. 184.  15.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -2. -16.   5.  -9.  63. -57.   1.   2.  -3.   1.  -9.   5.  11.  21.
  -9.  -1.  -1.  -3.]"
870,2,[ 96. 507.  23.  67. 176.  15.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -3. -16.   6.  -8.  66. -58.   1.   3.  -3.   3.  -7.   6.  12.  20.
  -8.  -1.  -3.  -3.]"
871,2,[ 97. 517.  24.  62. 169.  17.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -4. -16.   5.  -7.  66. -60.   1.   2.  -3.   3.  -7.   5.  13.  19.
  -8.  -2.  -4.  -4.]"
872,2,[ 97. 523.  24.  65. 164.  26.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -4. -16.   6.  -5.  67. -61.   1.   2.  -2.   3.  -7.   7.  14.  19.
  -7.  -1.  -3.  -2.]"
873,2,[ 99. 527.  24.  63. 161.  28.],[0. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -4. -16.   6.  -3.  68. -61.   1.   3.  -2.   3.  -7.   6.  15.  19.
  -6.  -2.  -3.  -2.]"
874,2,[102. 530.  24.  64. 160.  30.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -4. -15.   6.  -2.  69. -63.   2.   2.  -3.   4.  -7.   7.  16.  19.
  -6.  -4.  -3.   0.]"
875,2,[102. 532.  24.  66. 161.  22.],[1. 1. 0. 0. 1. 0.],[1. 0. 1. 0. 1. 0.],[  3. -10.   3.  -2.   3.  -2.],"[ -5. -15.   5.  -1.  70. -64.   1.   2.  -2.   4.  -7.   5.  17.  19.
  -6.  -3.  -3.  -2.]"
