Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2000-0-0 0:12:3.660	0.0215	0.2241	0.9727	0.0	0.0	0.0	12.865	-1.148	3.862	29.56	None	None	None	None	None	None	None	0.99329	0.10959	-0.00717	0.03467
 2000-0-0 0:12:3.680	0.0195	0.2236	0.9722	0.0	0.0	0.0	12.87	-1.148	3.862	29.57	None	None	None	None	None	None	None	0.99329	0.10962	-0.00717	0.03467
 2000-0-0 0:12:3.700	0.0215	0.2236	0.9722	0.0	0.0	0.0	12.876	-1.148	3.862	29.58	None	None	None	None	None	None	None	0.99329	0.10965	-0.00717	0.03467
 2000-0-0 0:12:3.720	0.022	0.2236	0.9731	0.0	0.0	0.0	12.881	-1.148	3.862	29.6	None	None	None	None	None	None	None	0.99329	0.10971	-0.00717	0.03467
 2000-0-0 0:12:3.740	0.021	0.2231	0.9722	0.0	0.0	0.0	12.887	-1.148	3.862	29.6	None	None	None	None	None	None	None	0.99329	0.10974	-0.00717	0.03467
 2000-0-0 0:12:3.760	0.0215	0.2231	0.9731	0.0	0.0	0.0	12.887	-1.148	3.862	29.63	None	None	None	None	None	None	None	0.99329	0.10977	-0.00717	0.03467
 2000-0-0 0:12:3.780	0.021	0.2236	0.9731	0.0	0.0	0.0	12.892	-1.148	3.862	29.6	None	None	None	None	None	None	None	0.99329	0.10983	-0.00717	0.03467
 2000-0-0 0:12:3.800	0.0215	0.2251	0.9717	0.0	0.0	0.0	12.898	-1.148	3.862	29.58	None	None	None	None	None	None	None	0.99326	0.10986	-0.00714	0.03467
 2000-0-0 0:12:3.820	0.0205	0.2261	0.9727	0.0	0.0	0.0	12.903	-1.148	3.862	29.57	None	None	None	None	None	None	None	0.99326	0.10989	-0.00714	0.03467
 2000-0-0 0:12:3.840	0.0205	0.2251	0.9727	0.0	0.0	0.0	12.909	-1.143	3.862	29.59	None	None	None	None	None	None	None	0.99326	0.10995	-0.00714	0.03467
 2000-0-0 0:12:3.860	0.0205	0.2251	0.9722	0.0	0.0	0.0	12.914	-1.143	3.862	29.59	None	None	None	None	None	None	None	0.99326	0.10999	-0.00714	0.03467
 2000-0-0 0:12:3.880	0.021	0.2241	0.9727	0.0	0.0	0.0	12.92	-1.143	3.862	29.58	None	None	None	None	None	None	None	0.99326	0.11002	-0.00714	0.03467
 2000-0-0 0:12:3.900	0.0205	0.2241	0.9722	0.0	0.0	0.0	12.92	-1.143	3.862	29.61	None	None	None	None	None	None	None	0.99326	0.11008	-0.00714	0.03467
 2000-0-0 0:12:3.920	0.0215	0.2246	0.9727	0.0	0.0	0.0	12.925	-1.143	3.862	29.57	None	None	None	None	None	None	None	0.99326	0.11011	-0.00711	0.03467
 2000-0-0 0:12:3.940	0.0225	0.2251	0.9712	0.0	0.0	0.0	12.931	-1.143	3.862	29.59	None	None	None	None	None	None	None	0.99323	0.11014	-0.00711	0.03467
 2000-0-0 0:12:3.960	0.022	0.2251	0.9727	0.0	0.0	0.0	12.936	-1.143	3.862	29.62	None	None	None	None	None	None	None	0.99323	0.1102	-0.00711	0.03467
 2000-0-0 0:12:3.980	0.0215	0.2251	0.9727	0.0	0.0	0.0	12.942	-1.143	3.862	29.6	None	None	None	None	None	None	None	0.99323	0.11023	-0.00711	0.03467
 2000-0-0 0:12:4.0	0.02	0.2246	0.9722	0.0	0.0	0.0	12.947	-1.143	3.862	29.6	None	None	None	None	None	None	None	0.99323	0.11026	-0.00711	0.03467
 2000-0-0 0:12:4.20	0.02	0.2251	0.9727	0.0	0.0	0.0	12.953	-1.143	3.862	29.61	None	None	None	None	None	None	None	0.99323	0.11032	-0.00711	0.03467
 2000-0-0 0:12:4.40	0.0205	0.2261	0.9727	0.0	0.0	0.0	12.953	-1.143	3.862	29.6	None	None	None	None	None	None	None	0.99323	0.11035	-0.00711	0.03467
 2000-0-0 0:12:4.60	0.0205	0.2256	0.9717	0.0	0.0	0.0	12.958	-1.143	3.862	29.62	None	None	None	None	None	None	None	0.99319	0.11038	-0.00711	0.03467
 2000-0-0 0:12:4.80	0.021	0.2261	0.9731	0.0	0.0	0.0	12.964	-1.143	3.862	29.64	None	None	None	None	None	None	None	0.99319	0.11044	-0.00708	0.03467
 2000-0-0 0:12:4.100	0.0215	0.2256	0.9722	0.0	0.0	0.0	12.969	-1.143	3.862	29.6	None	None	None	None	None	None	None	0.99319	0.11047	-0.00708	0.03467
 2000-0-0 0:12:4.120	0.0215	0.2261	0.9722	0.0	0.0	0.0	12.975	-1.143	3.862	29.61	None	None	None	None	None	None	None	0.99319	0.1105	-0.00708	0.03467
 2000-0-0 0:12:4.140	0.021	0.2256	0.9722	0.0	0.0	0.0	12.98	-1.143	3.862	29.55	None	None	None	None	None	None	None	0.99319	0.11057	-0.00708	0.03467
 2000-0-0 0:12:4.160	0.0215	0.2256	0.9717	0.0	0.0	0.0	12.986	-1.137	3.862	29.61	None	None	None	None	None	None	None	0.99319	0.1106	-0.00708	0.03467
 2000-0-0 0:12:4.180	0.021	0.2251	0.9722	0.0	0.0	0.0	12.991	-1.137	3.862	29.61	None	None	None	None	None	None	None	0.99319	0.11066	-0.00708	0.03467
 2000-0-0 0:12:4.200	0.021	0.2256	0.9727	0.0	0.0	0.0	12.991	-1.137	3.862	29.58	None	None	None	None	None	None	None	0.99316	0.11069	-0.00708	0.03467
 2000-0-0 0:12:4.220	0.0205	0.2271	0.9717	0.0	0.0	0.0	12.997	-1.137	3.862	29.6	None	None	None	None	None	None	None	0.99316	0.11072	-0.00705	0.03467
