count,T_count,sum_leg,reflex_sim,reflex_stance_sim,on_reflex2,on_reflex_stance2,reflex_index2,reflex_index_stance2,swing_step_count,flat_cpg_tick,position_Read_tick,IMU_data
108,0,[3131. 3165.  375. 2425. 3344.    0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],11,"[2023. 2165. 1070. 1987. 2246.  916. 2107. 2229.  929. 2116. 2245. 1059.
 1938. 2246. 1244. 1982. 2238.  920.]","[2440. 2567. 1387. 2787. 3522. 1490. 2005. 2503. 1161. 1912. 2709. 1241.
 1563. 2710. 1710. 1840. 2882. 1463.]",[0. 0. 0.],"[ -417.  -402.  -317.  -800. -1276.  -574.   102.  -274.  -232.   204.
  -464.  -182.   375.  -464.  -466.   142.  -644.  -543.]",11,[1.36709264 3.         1.41436285 3.         1.77948916 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[4001. 3188. 1328. 3044. 4511.    0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],12,"[1988. 2141. 1057. 1982. 2246.  916. 2113. 2229.  928. 2125. 2174. 1053.
 1954. 2174. 1136. 1976. 2238.  920.]","[2440. 2567. 1387. 2787. 3522. 1490. 2005. 2503. 1162. 1912. 2709. 1242.
 1563. 2710. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -452.  -426.  -330.  -805. -1276.  -574.   108.  -274.  -234.   213.
  -535.  -189.   391.  -536.  -574.   136.  -644.  -542.]",12,[1.35981703 3.         1.41426814 3.         1.7759248  3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[4556. 3209.  420. 3473. 5413.    0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],13,"[1971. 2133. 1051. 1977. 2246.  916. 2118. 2229.  929. 2131. 2146. 1050.
 1957. 2146. 1083. 1971. 2238.  920.]","[2440. 2567. 1387. 2787. 3522. 1490. 2005. 2503. 1161. 1912. 2709. 1242.
 1563. 2710. 1710. 1840. 2881. 1462.]",[0. 0. 0.],"[ -469.  -434.  -336.  -810. -1276.  -574.   113.  -274.  -232.   219.
  -563.  -192.   394.  -564.  -627.   131.  -643.  -542.]",13,[1.35301244 3.         1.41465026 3.         1.7715469  3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[   0. 3230.  442.    0.    0.    0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],14,"[2334. 2451. 1271. 1972. 2246.  916. 2123. 2229.  929. 2019. 2594. 1185.
 1665. 2594. 1593. 1967. 2238.  919.]","[2440. 2567. 1387. 2787. 3522. 1490. 2004. 2503. 1162. 1912. 2709. 1241.
 1563. 2710. 1711. 1840. 2882. 1462.]",[0. 0. 0.],"[ -106.  -116.  -116.  -815. -1276.  -574.   119.  -274.  -233.   107.
  -115.   -56.   102.  -116.  -118.   127.  -644.  -543.]",14,[1.37631872 3.         1.44979709 2.92339212 1.75629801 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[   0. 3251.  463.    0.    0.    0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],15,"[2217. 2335. 1169. 1966. 2246.  917. 2127. 2229.  929. 2095. 2478. 1157.
 1781. 2478. 1477. 1962. 2238.  920.]","[2440. 2567. 1387. 2787. 3522. 1490. 2004. 2504. 1161. 1912. 2709. 1242.
 1563. 2710. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -223.  -232.  -218.  -821. -1276.  -573.   123.  -275.  -232.   183.
  -231.   -85.   218.  -232.  -233.   122.  -644.  -542.]",15,[1.37084082 3.         1.45039016 3.         1.75229186 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[   0. 3270.  482.    0.    0.    0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],16,"[2101. 2219. 1120. 1962. 2246.  917. 2132. 2229.  929. 2129. 2362. 1143.
 1876. 2362. 1361. 1956. 2237.  920.]","[2440. 2567. 1387. 2786. 3522. 1490. 2005. 2503. 1161. 1912. 2709. 1242.
 1563. 2709. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -339.  -348.  -267.  -824. -1276.  -573.   127.  -274.  -232.   217.
  -347.   -99.   313.  -347.  -349.   116.  -645.  -542.]",16,[1.36420408 3.         1.45059857 3.         1.74891472 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[3109. 3290.  500. 2242. 3311.    0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],17,"[2006. 2145. 1099. 1957. 2246.  917. 2136. 2229.  929. 2145. 2245. 1136.
 1914. 2245. 1244. 1952. 2237.  920.]","[2440. 2567. 1387. 2787. 3522. 1490. 2005. 2503. 1161. 1912. 2709. 1241.
 1563. 2710. 1711. 1840. 2882. 1462.]",[0. 0. 0.],"[ -434.  -422.  -288.  -830. -1276.  -573.   131.  -274.  -232.   233.
  -464.  -105.   351.  -465.  -467.   112.  -645.  -542.]",17,[1.35779664 3.         1.45106727 3.         1.7448141  3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[3999. 3310.  517. 2890. 4453.    0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],18,"[1963. 2115. 1087. 1952. 2246.  917. 2141. 2229.  929. 2155. 2138. 1130.
 1926. 2153. 1151. 1946. 2238.  920.]","[2439. 2567. 1387. 2787. 3522. 1490. 2005. 2503. 1161. 1912. 2709. 1242.
 1563. 2709. 1710. 1841. 2882. 1462.]",[0. 0. 0.],"[ -476.  -452.  -300.  -835. -1276.  -573.   136.  -274.  -232.   243.
  -571.  -112.   363.  -556.  -559.   105.  -644.  -542.]",18,[1.35146827 3.         1.45136055 3.         1.74185812 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[4593. 3328.  534. 3380. 5329.    0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],19,"[1943. 2105. 1080. 1947. 2245.  918. 2145. 2229.  929. 2161. 2086. 1125.
 1928. 2116. 1110. 1942. 2238.  921.]","[2440. 2568. 1387. 2786. 3522. 1490. 2005. 2503. 1161. 1912. 2709. 1242.
 1563. 2710. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -497.  -463.  -307.  -839. -1277.  -572.   140.  -274.  -232.   249.
  -623.  -117.   365.  -594.  -600.   102.  -644.  -541.]",19,[1.34516412 3.         1.45151758 3.         1.73912847 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[   0. 3349.  552.    0.    0.    0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],20,"[2334. 2452. 1271. 1942. 2245.  918. 2150. 2229.  929. 2020. 2594. 1173.
 1665. 2594. 1593. 1936. 2238.  922.]","[2440. 2568. 1387. 2787. 3522. 1490. 2005. 2503. 1161. 1912. 2709. 1242.
 1563. 2710. 1710. 1841. 2882. 1462.]",[0. 0. 0.],"[ -106.  -116.  -116.  -845. -1277.  -572.   145.  -274.  -232.   108.
  -115.   -69.   102.  -116.  -117.    95.  -644.  -540.]",20,[1.33972093 3.         1.45153731 3.         1.73605889 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[   0. 3369.  571.    0.    0.    0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],21,"[2217. 2336. 1163. 1937. 2245.  919. 2155. 2229.  930. 2111. 2478. 1139.
 1781. 2478. 1477. 1931. 2237.  922.]","[2440. 2567. 1387. 2787. 3521. 1490. 2005. 2503. 1161. 1912. 2709. 1242.
 1563. 2710. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -223.  -231.  -224.  -850. -1276.  -571.   150.  -274.  -231.   199.
  -231.  -103.   218.  -232.  -233.    91.  -645.  -540.]",21,[1.33406132 3.         1.45191216 3.         1.73388445 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[   0. 3389.  590.  408.    0.    0.],[0. 0. 0. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],22,"[2101. 2221. 1109. 1932. 2245.  919. 2160. 2229.  930. 2152. 2362. 1122.
 1861. 2362. 1361. 1927. 2238.  922.]","[2439. 2567. 1387. 2787. 3522. 1490. 2005. 2504. 1161. 1912. 2709. 1241.
 1563. 2710. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -338.  -346.  -278.  -855. -1277.  -571.   155.  -275.  -231.   240.
  -347.  -119.   298.  -348.  -349.    87.  -644.  -540.]",22,[1.32808906 3.         1.45189244 3.         1.73117244 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[3138. 3409.  610. 2383. 3273.    0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],23,"[1995. 2155. 1084. 1928. 2245.  919. 2165. 2229.  930. 2171. 2245. 1113.
 1891. 2245. 1244. 1922. 2237.  922.]","[2440. 2567. 1387. 2787. 3522. 1490. 2005. 2503. 1161. 1912. 2709. 1242.
 1563. 2710. 1711. 1840. 2882. 1462.]",[0. 0. 0.],"[ -445.  -412.  -303.  -859. -1277.  -571.   160.  -274.  -231.   259.
  -464.  -129.   328.  -465.  -467.    82.  -645.  -540.]",23,[1.32132387 3.         1.45157063 3.         1.72981435 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[4051. 3428.  630. 3058. 4389.    0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],24,"[1942. 2130. 1071. 1923. 2245.  920. 2170. 2229.  929. 2182. 2147. 1106.
 1900. 2160. 1145. 1917. 2237.  922.]","[2440. 2567. 1387. 2787. 3522. 1490. 2005. 2503. 1161. 1912. 2709. 1241.
 1563. 2709. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -498.  -437.  -316.  -864. -1277.  -570.   165.  -274.  -232.   270.
  -562.  -135.   337.  -549.  -565.    77.  -645.  -540.]",24,[1.31603593 3.         1.45156237 3.         1.72781444 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[4665. 3447.  649. 3548. 5237.    0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],25,"[1918. 2121. 1063. 1918. 2245.  920. 2174. 2228.  930. 2189. 2105. 1100.
 1901. 2127. 1099. 1913. 2238.  922.]","[2440. 2567. 1387. 2787. 3522. 1490. 2005. 2504. 1161. 1912. 2709. 1242.
 1563. 2709. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -522.  -446.  -324.  -869. -1277.  -570.   169.  -276.  -231.   277.
  -604.  -142.   338.  -582.  -611.    73.  -644.  -540.]",25,[1.31053537 3.         1.45127603 3.         1.72617203 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[   0. 3464.  668.    0.    0.    0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],26,"[2334. 2451. 1271. 1915. 2244.  921. 2179. 2229.  929. 2020. 2594. 1160.
 1665. 2593. 1593. 1908. 2237.  922.]","[2440. 2567. 1387. 2787. 3522. 1490. 2005. 2503. 1161. 1912. 2709. 1242.
 1563. 2710. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -106.  -116.  -116.  -872. -1278.  -569.   174.  -274.  -232.   108.
  -115.   -82.   102.  -117.  -117.    68.  -645.  -540.]",26,[1.30142778 3.         1.44950426 3.         1.7244662  3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[   0. 3480.  687.    0.    0.    0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],27,"[2217. 2335. 1157. 1911. 2244.  921. 2184. 2229.  930. 2123. 2478. 1120.
 1780. 2477. 1477. 1904. 2238.  922.]","[2440. 2567. 1387. 2786. 3521. 1490. 2005. 2504. 1161. 1912. 2709. 1241.
 1563. 2709. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -223.  -232.  -230.  -875. -1277.  -569.   179.  -275.  -231.   211.
  -231.  -121.   217.  -232.  -233.    64.  -644.  -540.]",27,[1.29717642 3.         1.4494442  3.         1.72277427 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[   0. 3497.  705.    0.    0.    0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],28,"[2101. 2224. 1094. 1906. 2244.  922. 2188. 2229.  930. 2172. 2361. 1100.
 1846. 2361. 1361. 1900. 2238.  922.]","[2440. 2567. 1387. 2787. 3522. 1490. 2005. 2503. 1161. 1912. 2709. 1242.
 1563. 2710. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -339.  -343.  -293.  -881. -1278.  -568.   183.  -274.  -231.   260.
  -348.  -142.   283.  -349.  -349.    60.  -644.  -540.]",28,[1.290241   3.         1.44826573 3.         1.72096956 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[3169. 3513.  723. 2517. 3236.    0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],29,"[1988. 2170. 1065. 1902. 2244.  922. 2192. 2229.  931. 2194. 2245. 1089.
 1870. 2245. 1244. 1896. 2237.  922.]","[2440. 2567. 1387. 2787. 3522. 1490. 2005. 2504. 1161. 1912. 2709. 1242.
 1563. 2709. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -452.  -397.  -322.  -885. -1278.  -568.   187.  -275.  -230.   282.
  -464.  -153.   307.  -464.  -466.    56.  -645.  -540.]",29,[1.28567755 3.         1.44774652 3.         1.71935683 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[4102. 3530.  741. 3216. 4324.    0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],30,"[1925. 2149. 1050. 1898. 2244.  923. 2197. 2229.  932. 2205. 2159. 1081.
 1877. 2172. 1137. 1892. 2238.  922.]","[2440. 2568. 1387. 2787. 3522. 1490. 2005. 2503. 1161. 1912. 2709. 1242.
 1563. 2709. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -515.  -419.  -337.  -889. -1278.  -567.   192.  -274.  -229.   293.
  -550.  -161.   314.  -537.  -573.    52.  -644.  -540.]",30,[1.27967969 3.         1.4466446  3.         1.71732384 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[4729. 3547.  758. 3703. 5148.    0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],31,"[1897. 2143. 1042. 1895. 2244.  922. 2201. 2229.  932. 2212. 2126. 1074.
 1878. 2145. 1083. 1888. 2238.  922.]","[2439. 2567. 1388. 2787. 3522. 1490. 2005. 2504. 1161. 1912. 2709. 1241.
 1563. 2709. 1710. 1840. 2881. 1462.]",[0. 0. 0.],"[ -542.  -424.  -346.  -892. -1278.  -568.   196.  -275.  -229.   300.
  -583.  -167.   315.  -564.  -627.    48.  -643.  -540.]",31,[1.274863   3.         1.44573915 3.         1.71442819 3.        ],[0. 0. 0. 0. 0. 0.]
108,0,[   0. 3561.  775.    0.    0.    0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 0. 1. 0. 1. 0.],[0. 0. 0. 0. 0. 0.],[  0. -10.   0. -10.   0. -10.],[-10. -10. -10. -10. -10. -10.],32,"[2333. 2451. 1271. 1891. 2244.  923. 2205. 2228.  932. 2020. 2594. 1145.
 1665. 2593. 1593. 1885. 2237.  923.]","[2440. 2567. 1387. 2786. 3522. 1490. 2005. 2503. 1161. 1912. 2709. 1242.
 1563. 2710. 1710. 1840. 2882. 1462.]",[0. 0. 0.],"[ -107.  -116.  -116.  -895. -1278.  -567.   200.  -275.  -229.   108.
  -115.   -97.   102.  -117.  -117.    45.  -645.  -539.]",32,[1.26673329 3.         1.443937   3.         1.71382791 3.        ],[0. 0. 0. 0. 0. 0.]
