Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2000-0-0 0:12:49.700	0.0088	0.0195	1.0005	0.0	0.0	0.0	2.027	-0.417	3.664	29.4	None	None	None	None	None	None	None	0.99933	0.01505	-0.00409	0.03204
 2000-0-0 0:12:49.720	0.0088	0.0195	1.001	0.061	0.0	0.0	2.021	-0.417	3.664	29.41	None	None	None	None	None	None	None	0.99933	0.01501	-0.00409	0.03204
 2000-0-0 0:12:49.740	0.0083	0.0195	0.9995	0.0	0.0	0.0	2.016	-0.417	3.664	29.42	None	None	None	None	None	None	None	0.99933	0.01495	-0.00409	0.03204
 2000-0-0 0:12:49.760	0.0078	0.0181	1.0	0.0	0.0	0.0	2.01	-0.417	3.664	29.48	None	None	None	None	None	None	None	0.99933	0.01492	-0.00409	0.03204
 2000-0-0 0:12:49.780	0.0073	0.019	1.0005	0.0	0.0	0.0	2.005	-0.417	3.664	29.44	None	None	None	None	None	None	None	0.99933	0.01486	-0.00409	0.03204
 2000-0-0 0:12:49.800	0.0078	0.02	1.0	0.061	0.0	0.0	2.0	-0.417	3.664	29.44	None	None	None	None	None	None	None	0.99933	0.01483	-0.00409	0.03204
 2000-0-0 0:12:49.820	0.0073	0.0205	1.0005	0.061	0.0	0.0	1.994	-0.417	3.664	29.44	None	None	None	None	None	None	None	0.99933	0.01477	-0.00409	0.03204
 2000-0-0 0:12:49.840	0.0078	0.0215	1.0	0.0	0.0	0.0	1.989	-0.417	3.664	29.44	None	None	None	None	None	None	None	0.99933	0.01474	-0.00406	0.03204
 2000-0-0 0:12:49.860	0.0073	0.0205	1.0005	0.0	0.0	0.0	1.983	-0.412	3.664	29.42	None	None	None	None	None	None	None	0.99933	0.01468	-0.00406	0.03204
 2000-0-0 0:12:49.880	0.0073	0.0195	0.9995	0.0	0.0	0.0	1.983	-0.412	3.664	29.48	None	None	None	None	None	None	None	0.99933	0.01465	-0.00406	0.03204
 2000-0-0 0:12:49.900	0.0073	0.0195	1.0005	0.0	0.0	0.0	1.978	-0.412	3.664	29.41	None	None	None	None	None	None	None	0.99933	0.01462	-0.00406	0.03204
 2000-0-0 0:12:49.920	0.0083	0.0195	1.0005	0.0	0.0	0.0	1.972	-0.412	3.664	29.44	None	None	None	None	None	None	None	0.99933	0.01456	-0.00406	0.03204
 2000-0-0 0:12:49.940	0.0088	0.02	1.0	0.061	0.0	0.0	1.967	-0.412	3.664	29.45	None	None	None	None	None	None	None	0.99933	0.01453	-0.00406	0.03204
 2000-0-0 0:12:49.960	0.0093	0.0205	1.0	0.061	0.0	0.0	1.961	-0.412	3.664	29.47	None	None	None	None	None	None	None	0.99933	0.0145	-0.00403	0.03204
 2000-0-0 0:12:49.980	0.0088	0.021	0.9995	0.061	0.0	0.0	1.961	-0.412	3.664	29.42	None	None	None	None	None	None	None	0.99933	0.01447	-0.00403	0.03201
 2000-0-0 0:12:50.0	0.0083	0.0205	1.0	0.061	0.0	0.0	1.956	-0.412	3.664	29.46	None	None	None	None	None	None	None	0.99933	0.01443	-0.00403	0.03201
 2000-0-0 0:12:50.20	0.0078	0.0205	1.001	0.061	0.0	0.0	1.956	-0.412	3.664	29.47	None	None	None	None	None	None	None	0.99933	0.0144	-0.00403	0.03201
 2000-0-0 0:12:50.40	0.0078	0.0205	1.0	0.061	0.0	0.0	1.95	-0.412	3.664	29.45	None	None	None	None	None	None	None	0.99933	0.01437	-0.00403	0.03201
 2000-0-0 0:12:50.60	0.0073	0.021	1.0005	0.061	0.0	0.0	1.95	-0.406	3.664	29.47	None	None	None	None	None	None	None	0.99933	0.01437	-0.00403	0.03201
 2000-0-0 0:12:50.80	0.0073	0.0215	0.998	0.061	0.0	0.0	1.945	-0.406	3.664	29.48	None	None	None	None	None	None	None	0.99933	0.01434	-0.00403	0.03201
 2000-0-0 0:12:50.100	0.0078	0.0215	1.0	0.0	0.0	0.0	1.945	-0.406	3.664	29.48	None	None	None	None	None	None	None	0.99933	0.01431	-0.00403	0.03201
 2000-0-0 0:12:50.120	0.0103	0.021	1.002	0.0	0.0	0.0	1.939	-0.406	3.664	29.48	None	None	None	None	None	None	None	0.99933	0.01428	-0.00403	0.03201
 2000-0-0 0:12:50.140	0.0083	0.0205	0.999	0.061	0.0	0.0	1.934	-0.406	3.664	29.47	None	None	None	None	None	None	None	0.99933	0.01425	-0.00403	0.03201
 2000-0-0 0:12:50.160	0.0078	0.0195	1.0039	0.1831	-0.061	0.0	1.939	-0.406	3.658	29.49	None	None	None	None	None	None	None	0.99933	0.01425	-0.00403	0.03201
 2000-0-0 0:12:50.180	0.0083	0.0215	0.9941	0.1831	0.0	0.0	1.939	-0.406	3.658	29.49	None	None	None	None	None	None	None	0.99933	0.01428	-0.00403	0.03201
 2000-0-0 0:12:50.200	0.0083	0.0225	1.0024	0.0	0.061	0.0	1.939	-0.406	3.658	29.44	None	None	None	None	None	None	None	0.99933	0.01428	-0.00403	0.03201
 2000-0-0 0:12:50.220	0.0078	0.0225	1.001	0.1221	0.0	0.0	1.934	-0.406	3.658	29.44	None	None	None	None	None	None	None	0.99933	0.01425	-0.004	0.03201
 2000-0-0 0:12:50.240	0.0063	0.022	0.9985	0.061	0.0	0.0	1.934	-0.406	3.658	29.42	None	None	None	None	None	None	None	0.99933	0.01425	-0.004	0.03201
 2000-0-0 0:12:50.260	0.0068	0.0215	1.0015	0.061	0.0	0.0	1.934	-0.406	3.658	29.48	None	None	None	None	None	None	None	0.99933	0.01425	-0.004	0.03201
 2000-0-0 0:12:50.280	0.0063	0.0234	0.9995	0.061	0.0	0.0	1.934	-0.401	3.658	29.49	None	None	None	None	None	None	None	0.99933	0.01422	-0.004	0.03201
 2000-0-0 0:12:50.300	0.0078	0.0234	0.9985	0.061	0.0	0.0	1.934	-0.401	3.658	29.43	None	None	None	None	None	None	None	0.99933	0.01422	-0.00397	0.03201
 2000-0-0 0:12:50.320	0.0088	0.0215	1.0005	0.061	0.0	0.0	1.928	-0.401	3.658	29.48	None	None	None	None	None	None	None	0.99933	0.01419	-0.00397	0.03201
 2000-0-0 0:12:50.340	0.0083	0.022	0.9985	0.0	0.0	0.0	1.928	-0.401	3.658	29.48	None	None	None	None	None	None	None	0.99933	0.01419	-0.00397	0.03201
 2000-0-0 0:12:50.360	0.0083	0.022	1.0015	0.0	0.0	0.0	1.923	-0.401	3.658	29.51	None	None	None	None	None	None	None	0.99933	0.01416	-0.00397	0.03198
 2000-0-0 0:12:50.380	0.0088	0.0225	1.0	0.061	0.0	0.0	1.923	-0.401	3.658	29.42	None	None	None	None	None	None	None	0.99933	0.01413	-0.00397	0.03198
 2000-0-0 0:12:50.400	0.0078	0.0229	0.9995	0.061	0.0	0.0	1.923	-0.401	3.658	29.48	None	None	None	None	None	None	None	0.99933	0.01413	-0.00397	0.03198
 2000-0-0 0:12:50.420	0.0078	0.0225	1.002	0.061	0.0	0.0	1.917	-0.401	3.658	29.49	None	None	None	None	None	None	None	0.99933	0.0141	-0.00397	0.03198
 2000-0-0 0:12:50.440	0.0078	0.0234	0.9985	0.1221	0.0	0.0	1.923	-0.401	3.658	29.51	None	None	None	None	None	None	None	0.99933	0.01413	-0.00394	0.03198
 2000-0-0 0:12:50.460	0.0063	0.0239	0.9995	0.061	0.0	0.0	1.917	-0.401	3.658	29.44	None	None	None	None	None	None	None	0.99933	0.0141	-0.00394	0.03198
 2000-0-0 0:12:50.480	0.0073	0.0234	0.9995	0.061	0.0	0.0	1.917	-0.396	3.658	29.5	None	None	None	None	None	None	None	0.99933	0.0141	-0.00394	0.03198
 2000-0-0 0:12:50.500	0.0073	0.0234	0.9995	0.061	0.0	0.0	1.917	-0.396	3.658	29.44	None	None	None	None	None	None	None	0.99933	0.0141	-0.00394	0.03198
 2000-0-0 0:12:50.520	0.0083	0.0225	1.0015	0.061	0.0	0.0	1.917	-0.396	3.658	29.42	None	None	None	None	None	None	None	0.99933	0.0141	-0.00394	0.03198
 2000-0-0 0:12:50.540	0.0083	0.0225	0.998	0.061	0.0	0.0	1.917	-0.396	3.658	29.45	None	None	None	None	None	None	None	0.99933	0.0141	-0.00394	0.03198
 2000-0-0 0:12:50.560	0.0073	0.0225	0.9995	0.061	0.0	0.0	1.917	-0.396	3.658	29.47	None	None	None	None	None	None	None	0.99933	0.0141	-0.00391	0.03198
 2000-0-0 0:12:50.580	0.0078	0.0225	0.9995	0.061	0.0	0.0	1.917	-0.396	3.658	29.44	None	None	None	None	None	None	None	0.99933	0.0141	-0.00391	0.03198
 2000-0-0 0:12:50.600	0.0078	0.0234	0.9995	0.061	0.0	0.0	1.917	-0.396	3.658	29.46	None	None	None	None	None	None	None	0.99933	0.0141	-0.00391	0.03198
 2000-0-0 0:12:50.620	0.0083	0.0244	0.9995	0.061	0.0	0.0	1.917	-0.396	3.658	29.51	None	None	None	None	None	None	None	0.99933	0.0141	-0.00391	0.03198
 2000-0-0 0:12:50.640	0.0083	0.0239	1.001	0.061	0.0	0.0	1.917	-0.396	3.658	29.46	None	None	None	None	None	None	None	0.99933	0.0141	-0.00391	0.03198
 2000-0-0 0:12:50.660	0.0068	0.0244	0.9985	0.061	0.0	0.0	1.923	-0.396	3.658	29.51	None	None	None	None	None	None	None	0.99933	0.01413	-0.00391	0.03198
 2000-0-0 0:12:50.680	0.0068	0.0239	1.0	0.061	0.0	0.0	1.923	-0.396	3.658	29.49	None	None	None	None	None	None	None	0.99933	0.0141	-0.00391	0.03198
 2000-0-0 0:12:50.700	0.0083	0.0234	0.9995	0.061	0.0	0.0	1.917	-0.396	3.658	29.45	None	None	None	None	None	None	None	0.99933	0.0141	-0.00391	0.03198
 2000-0-0 0:12:50.720	0.0073	0.0244	1.0	0.061	0.0	0.0	1.923	-0.396	3.658	29.45	None	None	None	None	None	None	None	0.99933	0.01413	-0.00391	0.03198
 2000-0-0 0:12:50.740	0.0078	0.0239	1.0	0.061	0.0	0.0	1.923	-0.396	3.658	29.43	None	None	None	None	None	None	None	0.99933	0.01413	-0.00391	0.03198
 2000-0-0 0:12:50.760	0.0083	0.0244	0.9995	0.061	0.0	0.0	1.923	-0.39	3.658	29.46	None	None	None	None	None	None	None	0.99933	0.01413	-0.00391	0.03198
 2000-0-0 0:12:50.780	0.0083	0.0249	0.9995	0.061	0.0	0.0	1.923	-0.39	3.658	29.5	None	None	None	None	None	None	None	0.99933	0.01413	-0.00388	0.03198
 2000-0-0 0:12:50.800	0.0073	0.0249	1.0005	0.1221	0.0	0.0	1.923	-0.39	3.658	29.45	None	None	None	None	None	None	None	0.99933	0.01416	-0.00388	0.03198
 2000-0-0 0:12:50.820	0.0068	0.0244	0.9985	0.0	0.0	0.0	1.923	-0.39	3.658	29.51	None	None	None	None	None	None	None	0.99933	0.01416	-0.00388	0.03198
 2000-0-0 0:12:50.840	0.0073	0.0239	1.0	0.0	0.0	0.0	1.923	-0.39	3.658	29.51	None	None	None	None	None	None	None	0.99933	0.01413	-0.00388	0.03198
 2000-0-0 0:12:50.860	0.0073	0.0259	1.0005	0.0	0.0	0.0	1.923	-0.39	3.658	29.5	None	None	None	None	None	None	None	0.99933	0.01413	-0.00388	0.03198
 2000-0-0 0:12:50.880	0.0078	0.0264	0.9985	0.061	-0.061	0.0	1.923	-0.396	3.658	29.45	None	None	None	None	None	None	None	0.99933	0.01413	-0.00391	0.03195
 2000-0-0 0:12:50.900	0.0078	0.0249	1.0	0.0	-0.061	0.0	1.917	-0.396	3.658	29.43	None	None	None	None	None	None	None	0.99933	0.0141	-0.00394	0.03195
 2000-0-0 0:12:50.920	0.0083	0.0254	0.9995	0.1221	-0.1831	0.0	1.923	-0.401	3.653	29.52	None	None	None	None	None	None	None	0.99933	0.01416	-0.00397	0.03195
 2000-0-0 0:12:50.940	0.0088	0.0259	0.999	0.1221	-0.061	0.0	1.928	-0.406	3.653	29.52	None	None	None	None	None	None	None	0.99933	0.01419	-0.004	0.03195
 2000-0-0 0:12:50.960	0.0088	0.0254	1.0	0.061	0.1221	0.0	1.928	-0.401	3.653	29.51	None	None	None	None	None	None	None	0.99933	0.01419	-0.00397	0.03195
 2000-0-0 0:12:50.980	0.0073	0.0249	0.9995	0.1221	0.2441	0.0	1.928	-0.39	3.653	29.45	None	None	None	None	None	None	None	0.99933	0.01419	-0.00388	0.03195
