Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2000-0-0 1:32:52.140	0.0488	-0.0498	0.998	0.0	0.0	0.0	-2.466	-2.73	-6.141	28.87	None	None	None	None	None	None	None	0.99789	-0.0256	-0.02338	-0.05414
 2000-0-0 1:32:52.150	0.0488	-0.0498	0.998	0.0	0.0	0.0	-2.466	-2.73	-6.141	28.87	None	None	None	None	None	None	None	0.99789	-0.0256	-0.02338	-0.05414
 2000-0-0 1:32:52.160	0.0488	-0.0493	0.9976	0.0	0.0	0.0	-2.466	-2.73	-6.141	28.91	None	None	None	None	None	None	None	0.99789	-0.0256	-0.02338	-0.05414
 2000-0-0 1:32:52.170	0.0488	-0.0493	0.9976	0.0	0.0	0.0	-2.466	-2.725	-6.141	28.91	None	None	None	None	None	None	None	0.99789	-0.0256	-0.02338	-0.05414
 2000-0-0 1:32:52.180	0.0493	-0.0479	0.9971	0.0	0.0	0.0	-2.466	-2.725	-6.141	28.92	None	None	None	None	None	None	None	0.99789	-0.0256	-0.02338	-0.05414
 2000-0-0 1:32:52.190	0.0493	-0.0479	0.9971	0.0	0.0	0.0	-2.466	-2.725	-6.141	28.92	None	None	None	None	None	None	None	0.99789	-0.0256	-0.02338	-0.05414
 2000-0-0 1:32:52.200	0.0498	-0.0469	0.998	0.0	0.0	0.0	-2.466	-2.725	-6.141	28.88	None	None	None	None	None	None	None	0.99789	-0.0256	-0.02338	-0.05414
 2000-0-0 1:32:52.210	0.0498	-0.0469	0.998	0.0	0.0	0.0	-2.466	-2.725	-6.141	28.88	None	None	None	None	None	None	None	0.99789	-0.0256	-0.02338	-0.05414
 2000-0-0 1:32:52.220	0.0503	-0.0459	0.998	0.0	0.0	0.0	-2.466	-2.725	-6.141	28.89	None	None	None	None	None	None	None	0.99789	-0.0256	-0.02338	-0.05414
 2000-0-0 1:32:52.230	0.0493	-0.0469	0.9976	0.0	0.0	0.0	-2.466	-2.725	-6.141	28.89	None	None	None	None	None	None	None	0.99789	-0.0256	-0.02338	-0.05414
 2000-0-0 1:32:52.240	0.0493	-0.0469	0.9976	0.0	0.0	0.0	-2.466	-2.725	-6.141	28.89	None	None	None	None	None	None	None	0.99789	-0.0256	-0.02338	-0.05414
 2000-0-0 1:32:52.250	0.0488	-0.0479	0.9976	0.0	0.0	0.0	-2.466	-2.725	-6.141	28.91	None	None	None	None	None	None	None	0.99789	-0.0256	-0.02338	-0.05414
 2000-0-0 1:32:52.260	0.0488	-0.0479	0.9976	0.0	0.0	0.0	-2.466	-2.725	-6.141	28.91	None	None	None	None	None	None	None	0.99789	-0.0256	-0.02338	-0.05414
