count,T_count,sum_leg,reflex,on_reflex_,reflex_index,traj_error
4,0,[23.  0.  9. 35. 25.  9.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[ 0.  3.  1. -1.  0.  0.  0.  1. -2.  0.  5.  4. -1. -2.  3.  0.  1. -2.]
5,0,[16.  0. 13. 36. 24.  8.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-1.  3.  0. -1.  0.  0.  1.  1. -3.  0.  5.  4. -1. -3.  3. -1.  0. -3.]
6,0,[11.  0. 13. 36. 23.  9.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-2.  2.  1. -2.  0.  0.  0.  1. -2.  0.  4.  4. -1. -3.  3. -2.  1. -2.]
7,0,[10.  0. 13. 34. 27.  9.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-1.  3.  0. -3.  0.  1.  2.  0. -2.  0.  4.  5. -2. -3.  3. -1.  0. -2.]
8,0,[11.  7.  9. 35. 28.  9.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-1.  2.  2. -2.  0. -1.  1.  1. -1.  1.  5.  5. -1. -4.  4. -1.  1. -2.]
9,0,[15.  8.  8. 36. 31. 14.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-2.  2.  2. -2.  0.  1.  1.  0. -1.  0.  4.  4. -2. -3.  4. -2.  0. -2.]
10,0,[15.  9.  6. 35. 33. 14.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-3.  2.  2. -3.  0.  0.  2.  0. -2.  1.  4.  5. -3. -3.  3. -2.  1. -2.]
11,0,[16. 10. 12. 36. 35. 14.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-2.  3.  1. -4.  0. -1.  2.  0. -1.  2.  5.  4. -3. -3.  3. -2.  1. -2.]
12,0,[24. 11. 11. 36. 36. 15.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-3.  3.  1. -3. -1.  1.  2.  1. -1.  2.  4.  5. -2. -3.  3. -3.  1. -1.]
13,0,[26. 12. 12. 35. 35. 16.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-3.  3.  1. -3. -1.  1.  2.  1.  0.  2.  4.  4. -3. -3.  4. -2.  1. -2.]
14,0,[27. 13.  8. 42. 36. 20.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-3.  3.  2. -3. -1.  0.  3.  0.  0.  3.  4.  4. -4. -3.  4. -3.  1. -1.]
15,0,[28. 13.  9. 43. 38. 20.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-4.  3.  2. -3. -1.  1.  2.  1. -1.  2.  5.  4. -5. -3.  3. -2.  0. -1.]
16,0,[31. 16.  9. 43. 40. 15.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-4.  2.  2. -3. -1. -1.  3.  1. -1.  4.  4.  4. -4. -4.  3. -2.  0. -1.]
17,0,[32. 16. 10. 44. 43. 14.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-4.  3.  1. -3. -1. -1.  3.  1.  0.  3.  5.  4. -4. -3.  3. -3.  0.  0.]
18,0,[33. 16. 11. 46. 43. 10.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-5.  3.  1. -3.  0.  0.  3.  0.  0.  6.  4.  4. -5. -3.  3. -3.  0.  0.]
19,0,[34. 12. 11. 49. 43. 10.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-4.  3.  1. -3.  0.  0.  4.  0.  1.  5.  5.  4. -4. -3.  3. -4.  0. -1.]
20,0,[33. 12. 13. 52. 42. 12.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-1.  3.  1. -1.  0.  0.  0.  0.  0.  3.  5.  4. -2. -3.  2. -1.  0. -1.]
21,0,[30. 10.  0. 52. 38. 11.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-6.  2.  1. -3.  0.  0.  3.  0.  0.  6.  4.  4. -6. -4.  2. -3.  0.  0.]
22,0,[31. 10.  0. 54. 40. 11.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-5.  3.  2. -4.  0.  1.  4.  0.  1.  7.  3.  4. -5. -3.  2. -4.  0. -1.]
23,0,[32. 11.  0. 54. 39. 12.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-4.  2.  1. -4. -1.  0.  4. -1.  0.  7.  5.  4. -5. -3.  2. -3.  0.  0.]
24,0,[31. 12.  0. 56. 39. 11.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],[0. 0. 0. 0. 0. 0.],[4. 4. 4. 4. 4. 4.],[-3.  3.  2. -3.  0.  1.  4.  0. -1.  7.  5.  4. -5. -3.  1. -3.  0.  0.]
