Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2000-0-0 0:3:51.80	-0.542	-0.2485	0.8037	0.0	0.0	0.0	-16.908	32.915	-2.922	27.94	None	None	None	None	None	None	None	0.94919	-0.13647	0.28281	0.01807
 2000-0-0 0:3:51.100	-0.5415	-0.2485	0.8027	0.0	0.0	0.0	-16.908	32.915	-2.922	27.84	None	None	None	None	None	None	None	0.94919	-0.13647	0.28281	0.01807
 2000-0-0 0:3:51.120	-0.5425	-0.2495	0.8022	0.0	0.0	0.0	-16.908	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.13647	0.28281	0.01807
 2000-0-0 0:3:51.140	-0.542	-0.25	0.8032	0.0	0.0	0.0	-16.908	32.915	-2.922	27.86	None	None	None	None	None	None	None	0.94919	-0.13647	0.28281	0.01807
 2000-0-0 0:3:51.160	-0.5415	-0.251	0.8032	0.0	0.0	0.0	-16.908	32.915	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.13647	0.28281	0.01807
 2000-0-0 0:3:51.180	-0.541	-0.2495	0.8027	0.0	0.0	0.0	-16.908	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.01807
 2000-0-0 0:3:51.200	-0.542	-0.249	0.8022	0.0	0.0	0.0	-16.908	32.915	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.0181
 2000-0-0 0:3:51.220	-0.5425	-0.2485	0.8027	0.0	0.0	0.0	-16.908	32.915	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.0181
 2000-0-0 0:3:51.240	-0.5415	-0.248	0.8027	0.0	0.0	0.0	-16.908	32.915	-2.922	27.86	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.0181
 2000-0-0 0:3:51.260	-0.5415	-0.2476	0.8032	0.0	0.0	0.0	-16.908	32.915	-2.922	27.92	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.0181
 2000-0-0 0:3:51.280	-0.542	-0.2485	0.8037	0.0	0.0	0.0	-16.908	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.01807
 2000-0-0 0:3:51.300	-0.5425	-0.248	0.8032	0.0	0.0	0.0	-16.908	32.915	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.01807
 2000-0-0 0:3:51.320	-0.5425	-0.2495	0.8008	0.0	0.0	0.0	-16.908	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.01807
 2000-0-0 0:3:51.340	-0.542	-0.251	0.8032	0.0	0.0	0.0	-16.908	32.915	-2.922	27.85	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.0181
 2000-0-0 0:3:51.360	-0.5415	-0.25	0.8037	0.0	0.0	0.0	-16.908	32.915	-2.922	27.89	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.0181
 2000-0-0 0:3:51.380	-0.5425	-0.2485	0.8032	0.0	0.0	0.0	-16.908	32.915	-2.922	27.89	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.0181
 2000-0-0 0:3:51.400	-0.542	-0.2471	0.8022	0.0	0.0	0.0	-16.908	32.915	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.0181
 2000-0-0 0:3:51.420	-0.5415	-0.2485	0.8047	0.0	0.0	0.0	-16.908	32.915	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.0181
 2000-0-0 0:3:51.440	-0.5449	-0.248	0.8018	0.0	0.0	0.0	-16.908	32.915	-2.922	27.85	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.0181
 2000-0-0 0:3:51.460	-0.5415	-0.2471	0.8008	0.0	0.0	0.0	-16.908	32.915	-2.922	27.92	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.0181
 2000-0-0 0:3:51.480	-0.5376	-0.2485	0.8032	-0.061	0.0	0.0	-16.908	32.915	-2.917	27.9	None	None	None	None	None	None	None	0.94919	-0.13651	0.28281	0.0181
 2000-0-0 0:3:51.500	-0.5415	-0.252	0.8101	0.0	0.061	0.0	-16.908	32.91	-2.917	27.89	None	None	None	None	None	None	None	0.94919	-0.13654	0.28278	0.0181
 2000-0-0 0:3:51.520	-0.542	-0.251	0.8037	0.0	0.061	0.0	-16.913	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.13654	0.28281	0.0181
 2000-0-0 0:3:51.540	-0.5391	-0.248	0.7993	0.0	0.0	0.0	-16.913	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.13654	0.28284	0.0181
 2000-0-0 0:3:51.560	-0.5439	-0.25	0.8013	0.0	0.0	0.0	-16.913	32.915	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.13654	0.28284	0.0181
 2000-0-0 0:3:51.580	-0.5444	-0.251	0.8047	0.0	0.0	0.0	-16.913	32.915	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.13654	0.28284	0.0181
 2000-0-0 0:3:51.600	-0.5425	-0.2466	0.7993	0.0	0.0	0.0	-16.913	32.915	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.13654	0.28284	0.0181
 2000-0-0 0:3:51.620	-0.5396	-0.2466	0.8027	0.0	0.0	0.0	-16.913	32.915	-2.922	27.89	None	None	None	None	None	None	None	0.94919	-0.13654	0.28284	0.0181
 2000-0-0 0:3:51.640	-0.54	-0.2505	0.8071	0.0	0.0	0.0	-16.913	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.660	-0.5405	-0.2505	0.8066	0.0	0.0	0.0	-16.913	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.680	-0.5415	-0.248	0.8008	0.0	0.0	0.0	-16.913	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.700	-0.5425	-0.249	0.7998	0.0	0.0	0.0	-16.913	32.915	-2.922	27.86	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.720	-0.5439	-0.251	0.8022	0.0	0.0	0.0	-16.913	32.921	-2.922	27.88	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.740	-0.543	-0.25	0.8027	0.0	0.0	0.0	-16.919	32.921	-2.922	27.89	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.760	-0.54	-0.2485	0.8018	0.0	0.0	0.0	-16.919	32.921	-2.922	27.89	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.780	-0.541	-0.248	0.8047	0.0	0.0	0.0	-16.919	32.921	-2.922	27.9	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.800	-0.541	-0.249	0.8066	0.0	0.0	0.0	-16.919	32.921	-2.922	27.9	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.820	-0.54	-0.2476	0.8042	0.0	0.0	0.0	-16.919	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.840	-0.5425	-0.248	0.8013	0.0	0.0	0.0	-16.919	32.915	-2.922	27.88	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.860	-0.5454	-0.2495	0.8018	0.0	0.0	0.0	-16.919	32.915	-2.922	27.86	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.880	-0.5435	-0.2495	0.8013	0.0	0.0	0.0	-16.919	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.900	-0.541	-0.25	0.8022	0.0	0.0	0.0	-16.919	32.915	-2.922	27.94	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.920	-0.5405	-0.251	0.8047	0.0	0.0	0.0	-16.919	32.915	-2.922	27.89	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.940	-0.5405	-0.2505	0.8047	0.0	0.0	0.0	-16.919	32.915	-2.922	27.85	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.960	-0.5405	-0.249	0.8037	0.0	0.0	0.0	-16.919	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:51.980	-0.542	-0.2485	0.8027	0.0	0.0	0.0	-16.919	32.915	-2.922	27.93	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:52.0	-0.5444	-0.2471	0.8013	0.0	0.0	0.0	-16.919	32.915	-2.922	27.93	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:52.20	-0.5435	-0.2471	0.8008	0.0	0.0	0.0	-16.919	32.915	-2.922	27.87	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:52.40	-0.5415	-0.249	0.8032	0.0	0.0	0.0	-16.919	32.915	-2.922	27.85	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:52.60	-0.5405	-0.25	0.8052	0.0	0.0	0.0	-16.919	32.915	-2.922	27.88	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:52.80	-0.5405	-0.2505	0.8052	0.0	0.0	0.0	-16.919	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94916	-0.13657	0.28284	0.0181
 2000-0-0 0:3:52.100	-0.54	-0.2495	0.8027	0.0	0.0	0.0	-16.919	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.13657	0.28281	0.0181
 2000-0-0 0:3:52.120	-0.5425	-0.25	0.8022	0.0	0.0	0.0	-16.919	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.13657	0.28281	0.0181
 2000-0-0 0:3:52.140	-0.543	-0.2495	0.8018	0.0	0.0	0.0	-16.919	32.915	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.13657	0.28281	0.0181
 2000-0-0 0:3:52.160	-0.543	-0.2485	0.8022	0.0	0.0	0.0	-16.919	32.915	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.13657	0.28281	0.0181
 2000-0-0 0:3:52.180	-0.5425	-0.248	0.8022	0.0	0.0	0.0	-16.919	32.915	-2.922	27.89	None	None	None	None	None	None	None	0.94919	-0.13657	0.28281	0.0181
 2000-0-0 0:3:52.200	-0.5415	-0.248	0.8037	0.0	0.0	0.0	-16.919	32.915	-2.922	27.85	None	None	None	None	None	None	None	0.94919	-0.13657	0.28281	0.0181
 2000-0-0 0:3:52.220	-0.541	-0.248	0.8032	0.0	0.0	0.0	-16.919	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.13657	0.28281	0.0181
 2000-0-0 0:3:52.240	-0.5415	-0.249	0.8032	0.0	0.0	0.0	-16.919	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.13657	0.28281	0.0181
 2000-0-0 0:3:52.260	-0.543	-0.2495	0.8018	0.0	0.0	0.0	-16.919	32.915	-2.922	27.86	None	None	None	None	None	None	None	0.94919	-0.13657	0.28281	0.0181
 2000-0-0 0:3:52.280	-0.5425	-0.2495	0.8013	0.0	0.0	0.0	-16.919	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.13657	0.28281	0.0181
 2000-0-0 0:3:52.300	-0.542	-0.2505	0.8018	0.0	0.0	0.0	-16.919	32.915	-2.922	27.89	None	None	None	None	None	None	None	0.94919	-0.13657	0.28281	0.0181
 2000-0-0 0:3:52.320	-0.542	-0.251	0.8047	0.0	0.0	0.0	-16.919	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.340	-0.5405	-0.249	0.8032	0.0	0.0	0.0	-16.919	32.915	-2.922	27.92	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.360	-0.54	-0.248	0.8032	0.0	0.0	0.0	-16.919	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.380	-0.542	-0.2485	0.8042	0.0	0.0	0.0	-16.919	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.400	-0.542	-0.249	0.8032	0.0	0.0	0.0	-16.919	32.915	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.420	-0.5425	-0.2476	0.8003	0.0	0.0	0.0	-16.919	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.440	-0.5415	-0.249	0.8018	0.0	0.0	0.0	-16.919	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.460	-0.5415	-0.251	0.8042	0.0	0.0	0.0	-16.919	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.480	-0.542	-0.2505	0.8042	0.0	0.0	0.0	-16.919	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.500	-0.54	-0.2495	0.8032	0.0	0.0	0.0	-16.919	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.520	-0.542	-0.2485	0.8022	0.0	0.0	0.0	-16.919	32.915	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.540	-0.5435	-0.249	0.8022	0.0	0.0	0.0	-16.919	32.915	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.560	-0.543	-0.2485	0.8027	0.0	0.0	0.0	-16.919	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.580	-0.5425	-0.248	0.8022	0.0	0.0	0.0	-16.919	32.915	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.600	-0.5415	-0.249	0.8022	0.0	0.0	0.0	-16.919	32.915	-2.922	27.86	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.620	-0.5415	-0.2495	0.8042	0.0	0.0	0.0	-16.919	32.915	-2.922	27.86	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.640	-0.541	-0.2495	0.8032	0.0	0.0	0.0	-16.919	32.915	-2.922	27.89	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.660	-0.5415	-0.249	0.8013	0.0	0.0	0.0	-16.919	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.680	-0.542	-0.249	0.8018	0.0	0.0	0.0	-16.919	32.915	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.700	-0.542	-0.25	0.8037	0.0	0.0	0.0	-16.919	32.915	-2.922	27.85	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.720	-0.5415	-0.249	0.8037	0.0	0.0	0.0	-16.919	32.915	-2.922	27.92	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.740	-0.5405	-0.2476	0.8032	0.0	0.0	0.0	-16.919	32.915	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.760	-0.541	-0.2485	0.8042	0.0	0.0	0.0	-16.919	32.915	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.780	-0.5415	-0.2485	0.8037	0.0	0.0	0.0	-16.919	32.91	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.800	-0.5444	-0.2485	0.8018	0.0	0.0	0.0	-16.919	32.91	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.820	-0.5425	-0.2485	0.8008	0.0	0.0	0.0	-16.919	32.91	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.840	-0.5425	-0.2505	0.8018	0.0	0.0	0.0	-16.919	32.91	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.860	-0.542	-0.2505	0.8042	0.0	0.0	0.0	-16.919	32.915	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.880	-0.54	-0.25	0.8042	0.0	0.0	0.0	-16.919	32.915	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.900	-0.541	-0.249	0.8037	0.0	0.0	0.0	-16.919	32.915	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.920	-0.542	-0.2485	0.8032	0.0	0.0	0.0	-16.919	32.91	-2.922	27.86	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:52.940	-0.543	-0.2485	0.8027	0.0	0.0	0.0	-16.919	32.91	-2.922	27.89	None	None	None	None	None	None	None	0.94919	-0.1366	0.28278	0.0181
 2000-0-0 0:3:52.960	-0.543	-0.2471	0.8008	0.0	0.0	0.0	-16.919	32.91	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.1366	0.28278	0.0181
 2000-0-0 0:3:52.980	-0.5425	-0.2485	0.8022	0.0	0.0	0.0	-16.919	32.91	-2.922	27.86	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:53.0	-0.542	-0.2505	0.8032	0.0	0.0	0.0	-16.919	32.91	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:53.20	-0.5405	-0.25	0.8042	0.0	0.0	0.0	-16.919	32.91	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:53.40	-0.541	-0.25	0.8042	0.0	0.0	0.0	-16.919	32.91	-2.922	27.92	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:53.60	-0.5425	-0.2495	0.8013	0.0	0.0	0.0	-16.919	32.91	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.1366	0.28278	0.0181
 2000-0-0 0:3:53.80	-0.5439	-0.2485	0.8008	0.0	0.0	0.0	-16.924	32.91	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.1366	0.28278	0.0181
 2000-0-0 0:3:53.100	-0.5435	-0.2485	0.8032	0.0	0.0	0.0	-16.924	32.91	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:53.120	-0.541	-0.2471	0.8008	0.0	0.0	0.0	-16.924	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:53.140	-0.542	-0.248	0.8037	0.0	0.0	0.0	-16.924	32.915	-2.922	27.92	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:53.160	-0.5405	-0.251	0.8052	0.0	0.0	0.0	-16.924	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:53.180	-0.5391	-0.251	0.8057	0.0	0.0	0.0	-16.919	32.915	-2.922	27.92	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:53.200	-0.5435	-0.2495	0.8018	0.0	0.0	0.0	-16.924	32.91	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:53.220	-0.543	-0.2485	0.8003	0.0	0.0	0.0	-16.924	32.91	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.1366	0.28281	0.0181
 2000-0-0 0:3:53.240	-0.5435	-0.2485	0.8013	0.0	0.0	0.0	-16.924	32.91	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.260	-0.542	-0.249	0.8032	0.0	0.0	0.0	-16.924	32.91	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.280	-0.54	-0.2485	0.8032	0.0	0.0	0.0	-16.924	32.915	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.300	-0.541	-0.248	0.8027	0.0	0.0	0.0	-16.924	32.915	-2.922	27.89	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.320	-0.542	-0.2495	0.8037	0.0	0.0	0.0	-16.924	32.915	-2.922	27.92	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.340	-0.5415	-0.25	0.8027	0.0	0.0	0.0	-16.924	32.91	-2.922	27.88	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.360	-0.5425	-0.249	0.8018	0.0	0.0	0.0	-16.924	32.91	-2.922	27.92	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.380	-0.5425	-0.249	0.8013	0.0	0.0	0.0	-16.924	32.915	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.400	-0.542	-0.249	0.8037	0.0	0.0	0.0	-16.924	32.915	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.420	-0.541	-0.249	0.8032	0.0	0.0	0.0	-16.924	32.915	-2.922	27.84	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.440	-0.5405	-0.2485	0.8032	0.0	0.0	0.0	-16.924	32.915	-2.922	27.85	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.460	-0.5415	-0.25	0.8037	0.0	0.0	0.0	-16.924	32.91	-2.922	27.87	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.480	-0.5425	-0.249	0.8037	0.0	0.0	0.0	-16.924	32.91	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.500	-0.542	-0.2485	0.8018	0.0	0.0	0.0	-16.924	32.91	-2.922	27.91	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
 2000-0-0 0:3:53.520	-0.543	-0.2485	0.8018	0.0	0.0	0.0	-16.924	32.91	-2.922	27.9	None	None	None	None	None	None	None	0.94919	-0.13663	0.28281	0.0181
