count,sum_leg,reflex,on_reflex_,traj_error
1561,[ 77.  57. 301.  31.  74.  67.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.  -4.  10.   0.   1.  -3. -11.  22. -30.   1.   4.  -4.  -5.  -7.
   5.  -1.   2.  -5.]"
1562,[ 74.  40. 282.  32.  72.  54.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -5.  -4.  10.   0.   0.  -1. -11.  20. -27.   1.   3.  -3.  -5.  -7.
   5.  -2.   2.  -4.]"
1563,[ 73.  16. 262.  30.  70.  44.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -5.  -4.  10.   0.  -1.   0. -11.  16. -24.   1.   4.  -3.  -5.  -7.
   4.  -2.   1.  -3.]"
1564,[ 74.   0. 240.  33.  68.  35.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -5.  -2.  11.  -1.  -2.   1. -10.  13. -23.   1.   4.  -3.  -5.  -6.
   4.   0.   1.  -1.]"
1565,[ 74.   0. 218.  32.  65.  19.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -5.  -2.  11.   0.  -3.   1. -10.  11. -21.   1.   4.  -4.  -4.  -4.
   3.   0.   0.  -3.]"
1566,[ 74.   0. 197.  32.  59.  11.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.  -1.  12.  -1.  -3.   3.  -9.  10. -19.   1.   5.  -4.  -5.  -2.
   1.   0.   0.  -2.]"
1567,[ 72.   9. 177.  35.  50.   9.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.   1.  11.   0.  -4.   2.  -8.   9. -17.   0.   5.  -6.  -4.   0.
   0.   0.  -2.  -1.]"
1568,[ 63.  19. 160.  35.  18.   7.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.   3.  10.   0.  -4.   2.  -8.   8. -15.   1.   7.  -7.  -5.   1.
  -1.   0.  -2.   0.]"
1569,[ 61.  22. 145.  42.  18.   0.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -5.   4.   9.   0.  -4.   3.  -7.   7. -15.   1.   8.  -8.  -4.   4.
  -4.   0.  -2.   0.]"
1570,[ 59.  25. 132.  50.  18.   0.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.   5.   7.  -1.  -4.   2.  -7.   7. -14.  -1.   9. -10.  -4.   5.
  -6.   0.  -2.   0.]"
1571,[ 67.  25. 122.  60.  17.   8.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -5.   7.   6.   0.  -3.   3.  -8.   7. -14.  -1.  10. -10.  -4.   7.
  -9.  -1.  -2.   0.]"
1572,[ 69.  25. 117.  69.  54.   8.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.   6.   4.   0.  -4.   1.  -7.   7. -13.  -1.  12. -11.  -3.   9.
  -9.  -1.  -1.   0.]"
1573,[ 66.  24. 113.  78.  68.   7.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -3.   6.   1.  -1.  -4.   1.  -6.   7. -12.   0.  13. -12.  -3.   9.
 -11.  -1.  -1.  -1.]"
1574,[ 58.  22. 109.  87.  79.   6.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -3.   7.  -2.   0.  -4.   0.  -7.   7. -12.   1.  12. -15.  -2.  11.
 -14.   0.   0.  -1.]"
1575,[ 41.  15. 107.  95.  91.   0.],[0. 0. 1. 0. 0. 0.],[1. 1. 1. 1. 1. 1.],"[ -3.   8.  -4.   0.  -3.  -1.  -7.   6. -12.   0.  12. -15.  -2.  13.
 -17.  -1.   0.  -2.]"
1576,[ 40.  15. 103. 102. 103.   0.],[0. 0. 1. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -3.  10.  -8.   0.  -4.  -2.  -6.   8. -12.   0.  14. -17.  -3.  15.
 -19.   0.   0.  -2.]"
1577,[ 43.  15. 102. 110. 119.   6.],[0. 0. 1. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -3.  13. -10.   0.  -3.  -2.  -6.   7. -12.  -1.  15. -18.  -1.  14.
 -20.   0.   0.  -3.]"
1578,[ 74.  14. 102. 118. 131.   8.],[0. 0. 1. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -3.  14. -13.  -1.  -3.  -3.  -5.   7. -12.  -1.  17. -20.  -2.  17.
 -23.   0.   1.  -3.]"
1579,[ 92.  21. 100. 128. 146.  10.],[0. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -3.  16. -14.  -1.  -3.  -4.  -4.   7. -12.  -2.  19. -22.  -1.  18.
 -24.   0.   0.  -4.]"
1580,[110.  24.  98. 142. 157.  12.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.  18. -16.  -2.  -2.  -5.  -5.   7. -12.  -2.  23. -23.   0.  20.
 -26.  -1.   1.  -4.]"
1581,[127.  25.  96. 163. 162.  14.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -5.  19. -17.  -2.  -2.  -4.  -4.   6. -11.  -1.  25. -26.  -1.  21.
 -29.  -1.   1.  -5.]"
1582,[142.  32.  92. 181. 178.  16.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -5.  21. -19.  -3.  -2.  -4.  -3.   7. -11.   0.  27. -27.  -1.  23.
 -30.  -1.   1.  -5.]"
1583,[157.  34.  89. 192. 191.  18.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.  23. -23.  -2.  -3.  -4.  -3.   7. -11.   0.  29. -28.  -1.  23.
 -32.  -1.   1.  -6.]"
1584,[174.  35.  87. 208. 204.  28.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -3.  29. -28.  -2.  -3.  -4.  -2.   6. -11.   1.  30. -30.   0.  25.
 -34.  -2.   2.  -6.]"
1585,[196.  35.  82. 222. 217.  32.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -1.  28. -31.  -1.  -3.  -3.  -1.   5. -12.   1.  33. -32.   0.  27.
 -35.  -1.   2.  -7.]"
1586,[215.  34.  79. 236. 229.  35.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  3.  30. -29.  -1.  -3.  -3.  -2.   6. -11.   1.  35. -34.   0.  29.
 -37.  -1.   2.  -7.]"
1587,[221.  32.  77. 251. 242.  38.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  4.  30. -32.  -1.  -4.  -3.  -1.   6. -11.   2.  36. -36.   0.  30.
 -38.  -2.   2.  -8.]"
1588,[237.  31.  74. 271. 255.  42.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  4.  33. -35.   0.  -3.  -3.   0.   5. -11.   1.  37. -38.   1.  31.
 -39.  -3.   2.  -9.]"
1589,[248.  25.  67. 286. 266.  46.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  4.  35. -37.  -1.  -4.  -3.   1.   4. -11.   2.  40. -39.   3.  33.
 -42.  -4.   2.  -9.]"
1590,[276.  26.  65. 301. 279.  51.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  3.  37. -39.   0.  -3.  -3.   2.   5. -11.   1.  41. -40.   3.  36.
 -42.  -4.   2.  -9.]"
1591,[293.  26.  64. 313. 291.  56.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  2.  38. -41.   0.  -3.  -3.   3.   4. -12.   2.  42. -42.   3.  38.
 -45.  -4.   2.  -9.]"
1592,[308.  25.  63. 325. 316.  59.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  0.  39. -42.   0.  -3.  -3.   3.   5. -12.   1.  44. -44.   3.  39.
 -46.  -3.   2. -10.]"
1593,[308.  25.  73. 338. 333.  60.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -1.  41. -43.   0.  -2.  -3.   4.   4. -12.   0.  46. -46.   2.  41.
 -47.  -3.   2.  -9.]"
1594,[320.  23.  77. 345. 345.  59.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -1.  43. -44.   0.  -4.  -3.   5.   5. -11.   0.  46. -47.   2.  42.
 -48.  -2.   2.  -8.]"
1595,[331.  24.  80. 357. 356.  56.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -3.  43. -43.   0.  -3.  -1.   4.   5. -12.   0.  48. -48.   2.  44.
 -49.  -1.   2.  -9.]"
1596,[338.  22.  82. 369. 365.  53.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.  45. -43.   0.  -4.  -2.   4.   5. -12.   0.  49. -49.   1.  47.
 -51.   0.   2.  -8.]"
1597,[354.  22.  83. 379. 376.  42.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.  47. -44.   1.  -4.  -1.   3.   5. -12.   0.  51. -51.   1.  49.
 -53.   2.   2.  -9.]"
1598,[364.  22.  83. 389. 389.  42.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.  48. -44.   1.  -4.  -1.   1.   5. -12.   0.  53. -52.   1.  50.
 -53.   3.   2.  -9.]"
1599,[372.  20.  80. 401. 401.  43.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.  50. -44.   0.  -4.  -1.   0.   5. -12.  -1.  54. -54.   2.  52.
 -55.   2.   2.  -9.]"
1600,[381.  21.  68. 413. 415.  43.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.  50. -45.   1.  -5.   0.  -1.   5. -12.   0.  56. -55.   1.  54.
 -57.   2.   2.  -9.]"
1601,[388.  17.  68. 426. 428.  53.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.  51. -46.   0.  -5.   1.  -2.   5. -12.  -1.  57. -57.   1.  55.
 -57.   3.   2.  -8.]"
1602,[394.  18.  68. 438. 438.  53.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -4.  52. -46.   0.  -5.   1.  -2.   4. -12.   0.  59. -58.   1.  56.
 -59.   2.   2.  -9.]"
1603,[400.  19.  67. 450. 450.  52.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -5.  52. -47.   0.  -5.   0.  -3.   4. -12.  -1.  60. -59.   1.  59.
 -60.   2.   2.  -8.]"
1604,[406.  20.  74. 461. 461.  51.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -6.  52. -47.   1.  -3.   1.  -4.   4. -12.  -1.  61. -61.   1.  59.
 -62.   2.   2.  -8.]"
1605,[412.  18.  76. 472. 471.  50.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -9.  52. -46.   1.  -4.   1.  -2.   4. -11.   0.  62. -61.  -1.  60.
 -63.   1.   2.  -9.]"
1606,[418.  17.  74. 481. 478.  49.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -8.  54. -48.   1.  -4.   0.  -2.   4. -12.   0.  64. -64.   1.  62.
 -64.   2.   1.  -9.]"
1607,[426.  16.  74. 492. 489.  48.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -9.  55. -50.   0.  -4.   1.  -3.   4. -11.   0.  67. -66.   1.  63.
 -66.   1.   2.  -8.]"
1608,[436.  15.  73. 506. 499.  47.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -9.  57. -51.   1.  -3.   1.  -3.   4. -12.   0.  67. -66.   0.  64.
 -67.   2.   2.  -7.]"
1609,[448.  15.  72. 517. 509.  46.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-10.  57. -52.   1.  -3.   2.  -4.   4. -12.   0.  68. -68.   1.  68.
 -69.   2.   1.  -7.]"
1610,[460.  14.  75. 530. 523.  44.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-11.  59. -53.   2.  -2.   2.  -4.   3. -11.  -1.  70. -70.   1.  70.
 -71.   2.   1.  -7.]"
1611,[473.  18.  75. 542. 538.  42.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-11.  59. -54.   0.  -2.   0.  -3.   4. -12.   0.  71. -70.   0.  72.
 -71.   2.   2.  -7.]"
1612,[483.  10.  76. 550. 552.  42.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-12.  60. -55.   1.  -2.   1.  -3.   4. -12.   0.  73. -73.   0.  74.
 -73.   3.   1.  -6.]"
1613,[493.   9.  76. 563. 568.  41.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-11.  62. -57.   2.  -2.   1.  -3.   4. -12.   0.  74. -74.   1.  74.
 -74.   2.   1.  -6.]"
1614,[504.   8.  75. 575. 579.  40.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-12.  64. -58.   1.  -1.   0.  -3.   4. -12.  -1.  75. -75.   1.  76.
 -76.   3.   1.  -6.]"
1615,[515.   7.  76. 585. 590.  40.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-13.  64. -59.   1.  -1.   0.  -3.   4. -12.   0.  77. -77.   1.  77.
 -77.   3.   2.  -5.]"
1616,[527.  11.  76. 598. 601.  39.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-12.  66. -60.   1.  -1.   0.  -2.   4. -12.   0.  78. -78.   1.  79.
 -79.   4.   1.  -5.]"
1617,[538.  10.  75. 608. 616.  39.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-13.  66. -61.  -1.   0.   0.   0.   4. -12.   0.  79. -78.   0.  79.
 -79.   1.   1.  -4.]"
1618,[548.   0.  64. 617. 622.  36.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-13.  68. -62.   0.   0.  -1.  -1.   4. -13.  -1.  81. -81.  -1.  81.
 -81.   2.   1.  -4.]"
1619,[557.   0.  65. 629. 632.  33.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-15.  70. -64.  -1.   0.   0.   0.   4. -14.   0.  83. -83.  -1.  82.
 -82.   2.   1.  -3.]"
1620,[570.   0.  67. 641. 642.  29.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-14.  70. -65.   0.   1.  -1.   0.   4. -14.   0.  83. -83.   0.  84.
 -84.   2.   1.  -3.]"
1621,[581.   0.  69. 651. 652.  25.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-13.  73. -66.   1.   0.   0.   1.   4. -14.   0.  85. -85.  -1.  86.
 -85.   2.   1.  -4.]"
1622,[593.   0.  71. 664. 665.  26.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-13.  73. -69.   0.   1.  -1.   0.   4. -14.   0.  86. -85.   0.  87.
 -86.   1.   1.  -4.]"
1623,[605.   0.  72. 673. 676.  25.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-12.  73. -69.  -3.   1.  -1.   3.   4. -14.   3.  87. -86.  -1.  87.
 -86.   1.   0.  -6.]"
1624,[610.   0.  72. 680. 685.  23.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-12.  75. -71.  -1.   1.   0.   2.   4. -14.   0.  88. -89.   0.  88.
 -89.   1.  -1.  -6.]"
1625,[619.   0.  72. 691. 694.  25.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-11.  77. -72.  -2.   1.   0.   4.   4. -14.   0.  89. -89.   0.  90.
 -90.   1.  -1.  -6.]"
1626,[627.   4.  72. 699. 703.  26.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-11.  79. -75.  -2.   1.  -1.   2.   4. -14.   0.  91. -90.   0.  91.
 -92.   1.  -2.  -7.]"
1627,[637.  12.  83. 709. 713.  29.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-10.  80. -76.  -1.   0.  -1.   3.   4. -14.   0.  92. -91.   1.  92.
 -93.   1.  -2.  -7.]"
1628,[649.   6.  83. 719. 725.  36.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[-10.  81. -77.  -1.   1.   0.   2.   4. -14.   0.  94. -93.   0.  94.
 -93.   0.  -1.  -7.]"
1629,[659.   6.  83. 729. 735.  33.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -9.  81. -78.  -1.   1.   0.   3.   4. -13.   0.  94. -94.   0.  95.
 -95.   0.  -1.  -7.]"
1630,[667.   5.  81. 739. 745.  34.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -9.  82. -79.  -1.   0.  -1.   3.   4. -13.   0.  95. -95.  -1.  96.
 -96.   0.  -1.  -7.]"
1631,[672.   4.  81. 748. 754.  33.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -8.  84. -81.  -2.   0.  -2.   3.   5. -13.   0.  97. -97.   1.  97.
 -97.   0.  -2.  -7.]"
1632,[679.   5.  81. 759. 763.  33.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -7.  86. -81.  -1.   1.  -2.   3.   5. -13.  -1.  98. -98.   1.  98.
 -99.   0.  -1.  -7.]"
1633,[685.   5.  82. 768. 773.  33.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[ -8.  88. -83.   0.  -1.  -2.   3.   6. -13.   0.  99. -99.   1. 100.
 -99.   0.  -1.  -7.]"
1634,[696.   7.  84. 778. 782.  33.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -6.   89.  -85.   -1.    1.   -1.    4.    5.  -13.    0.  100. -100.
    1.  102. -100.   -1.   -1.   -7.]"
1635,[706.   7.  86. 788. 796.  33.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -4.   90.  -86.   -1.    1.   -1.    2.    6.  -13.    0.  101. -100.
    0.  101. -102.   -1.   -2.   -7.]"
1636,[713.   6.  86. 795. 801.  33.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -4.   91.  -87.   -2.    2.   -2.    3.    6.  -13.   -1.  102. -102.
    0.  102. -102.   -1.   -2.   -7.]"
1637,[721.   6.  87. 803. 808.  34.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -5.   93.  -88.   -2.    2.   -2.    2.    6.  -13.    0.  103. -103.
    0.  103. -104.   -1.   -2.   -7.]"
1638,[728.  18.  86. 811. 816.  39.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -3.   94.  -90.   -1.    1.   -1.    1.    6.  -13.   -1.  104. -105.
    0.  105. -105.    0.   -2.   -7.]"
1639,[735.  18.  84. 820. 824.  36.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -4.   96.  -91.    0.    1.   -2.    1.    6.  -13.    0.  105. -104.
    1.  106. -106.    1.   -2.   -7.]"
1640,[746.  13.  83. 828. 833.  36.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -3.   98.  -93.   -1.    1.   -1.    1.    6.  -13.    0.  107. -106.
    1.  107. -107.    1.   -2.   -6.]"
1641,[758.  11.  81. 837. 843.  35.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -4.   99.  -93.   -1.    1.   -1.    1.    6.  -13.    1.  108. -107.
   -1.  107. -108.   -2.   -2.   -6.]"
1642,[768.   9.  80. 846. 851.  34.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -3.  100.  -95.    0.    1.   -1.    0.    6.  -13.    1.  109. -107.
    0.  108. -108.    0.   -2.   -6.]"
1643,[779.   9.  76. 853. 857.  33.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -3.  101.  -98.   -1.    0.    0.   -1.    6.  -12.    0.  110. -109.
    0.  109. -109.    0.   -2.   -5.]"
1644,[790.   0.  75. 863. 863.  31.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -2.  103.  -98.   -1.    1.    0.    0.    6.  -12.    0.  111. -110.
    1.  110. -110.   -1.   -2.   -6.]"
1645,[799.   0.  74. 871. 869.  31.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -2.  105. -102.    0.    0.   -2.   -1.    6.  -13.   -1.  112. -111.
    1.  111. -111.    0.   -2.   -5.]"
1646,[812.   0.  74. 879. 876.  30.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   0.  107. -104.    0.    1.   -1.    0.    6.  -12.    0.  113. -112.
    1.  112. -112.    0.   -2.   -5.]"
1647,[818.   0.  73. 888. 884.  29.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  108. -106.    0.    1.   -1.    0.    6.  -12.    0.  114. -112.
    1.  114. -112.   -1.   -1.   -5.]"
1648,[833.   0.  73. 895. 896.  28.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   3.  110. -108.    0.    1.   -2.    0.    6.  -12.   -1.  114. -113.
    0.  114. -114.    0.   -2.   -5.]"
1649,[850.   6.  73. 901. 900.  27.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   3.  111. -109.   -1.    1.   -1.    0.    6.  -13.   -1.  115. -115.
    1.  115. -115.   -1.   -2.   -5.]"
1650,[863.   9.  73. 908. 908.  27.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   3.  112. -112.    0.    0.   -1.    1.    6.  -12.   -1.  115. -115.
    1.  116. -115.   -1.   -2.   -5.]"
1651,[887.   5.  73. 913. 915.  27.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  115. -113.   -1.    0.    0.    1.    6.  -12.   -1.  117. -116.
    0.  116. -116.   -1.   -2.   -6.]"
1652,[900.   0.  73. 924. 921.  29.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   0.  116. -114.    0.    0.   -1.    2.    6.  -12.   -1.  118. -116.
    1.  118. -116.   -2.   -1.   -5.]"
1653,[902.   0.  73. 931. 927.  33.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[  -1.  117. -115.    0.    0.   -1.    2.    6.  -12.   -2.  118. -117.
    1.  118. -118.   -2.   -1.   -5.]"
1654,[914.   0.  78. 937. 933.  33.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   0.  117. -117.    0.    1.   -2.    3.    6.  -12.   -2.  118. -118.
    1.  118. -118.   -2.   -1.   -6.]"
1655,[924.   0.  80. 944. 938.  34.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   0.  119. -118.    0.    0.   -2.    4.    6.  -12.   -1.  118. -119.
    2.  119. -119.   -2.   -2.   -6.]"
1656,[933.   6.  83. 948. 949.  35.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   0.  120. -119.   -1.    0.   -2.    3.    6.  -12.   -1.  119. -119.
    1.  120. -120.   -2.   -1.   -5.]"
1657,[942.   7.  84. 952. 955.  35.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   0.  120. -120.   -1.    0.   -1.    5.    6.  -12.    0.  120. -120.
    1.  120. -120.   -3.   -1.   -6.]"
1658,[950.   7.  87. 951. 959.  37.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   0.  121. -120.    0.    1.    0.    5.    6.  -12.   -1.  121. -121.
    1.  121. -121.   -3.   -1.   -6.]"
1659,[957.   0.  89. 957. 965.  38.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  122. -121.   -1.    0.    0.    6.    6.  -12.   -2.  122. -122.
    0.  122. -122.   -3.   -1.   -6.]"
1660,[963.   0.  91. 964. 966.  38.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   0.  122. -122.    0.    0.   -1.    7.    6.  -12.   -1.  122. -122.
    1.  123. -122.   -4.   -1.   -7.]"
1661,[968.   0.  95. 970. 971.  42.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   0.  123. -123.    0.    0.    0.    7.    6.  -12.   -1.  123. -123.
    1.  123. -123.   -3.   -1.   -6.]"
1662,[974.   0.  97. 981. 977.  42.],[1. 0. 0. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  123. -123.    0.    0.    0.    9.    6.  -12.   -1.  124. -124.
    1.  123. -124.   -3.   -1.   -6.]"
1663,[979.   0. 101. 987. 982.  42.],[1. 0. 1. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  123. -124.    1.   -1.   -1.    8.    6.  -12.   -1.  124. -124.
    1.  124. -124.   -3.    0.   -6.]"
1664,[983.   0. 103. 990. 990.  38.],[1. 0. 1. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   2.  125. -124.    0.    0.   -1.    9.    6.  -12.   -1.  124. -124.
    1.  125. -124.   -2.   -1.   -6.]"
1665,[988.   0. 105. 994. 994.  35.],[1. 0. 1. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  124. -125.    0.   -1.    0.   10.    6.  -12.   -1.  125. -125.
    1.  125. -125.   -3.    0.   -6.]"
1666,[996.   0. 108. 998. 998.  35.],[1. 0. 1. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  125. -125.    1.   -1.   -1.   10.    6.  -12.   -1.  125. -125.
    2.  125. -125.   -3.    0.   -6.]"
1667,[1000.    0.  109. 1000. 1002.   35.],[1. 0. 1. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  125. -126.    1.   -1.    0.   10.    6.  -12.   -1.  126. -126.
    0.  126. -125.   -3.    0.   -6.]"
1668,[1004.    0.  111. 1004. 1000.   35.],[1. 0. 1. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   0.  126. -126.    1.   -1.   -1.   10.    6.  -12.   -1.  126. -126.
    1.  126. -126.   -3.    0.   -6.]"
1669,[1002.    4.  112. 1008. 1003.   36.],[1. 0. 1. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  127. -126.    1.   -1.    0.   10.    6.  -12.   -1.  127. -126.
    1.  127. -126.   -3.    0.   -6.]"
1670,[1006.    8.  112. 1011. 1006.   36.],[1. 0. 1. 1. 1. 0.],[1. 1. 1. 1. 1. 1.],"[   1.  128. -127.    1.   -1.    0.   11.    6.  -12.   -1.  127. -126.
    1.  128. -127.   -3.    1.   -6.]"
