Chiptime	ax(g)	ay(g)	az(g)	wx(deg/s)	wy(deg/s)	wz(deg/s)	AngleX(deg)	AngleY(deg)	AngleZ(deg)	T(°)	magx	magy	magz	lon	lat	Yaw	Speed	q1	q2	q3	q4
 2000-0-0 2:46:56.820	-0.0005	0.0791	1.0034	0.1831	-0.3052	-7.019	-0.615	0.401	-135.319	32.16	None	None	None	None	None	None	None	-0.38007	0.00067	-0.00851	0.92487
 2000-0-0 2:46:56.840	-0.0166	-0.0225	0.9927	-0.5493	-0.3052	-8.2397	-0.632	0.385	-135.665	32.13	None	None	None	None	None	None	None	-0.37726	0.00082	-0.00861	0.92599
 2000-0-0 2:46:56.860	0.0034	-0.0288	1.0049	-0.061	0.5493	-10.1318	-0.632	0.401	-136.088	32.14	None	None	None	None	None	None	None	-0.37387	0.00067	-0.00864	0.9274
 2000-0-0 2:46:56.880	-0.0161	-0.0513	0.9927	0.0	0.6104	-8.606	-0.632	0.423	-136.439	32.16	None	None	None	None	None	None	None	-0.371	0.00049	-0.00873	0.92853
 2000-0-0 2:46:56.900	0.0044	-0.0132	1.0034	0.7324	-0.1831	-11.8408	-0.604	0.406	-136.917	32.13	None	None	None	None	None	None	None	-0.3671	0.00046	-0.00845	0.93008
 2000-0-0 2:46:56.920	0.0049	-0.0381	0.998	-1.2817	0.3662	-12.5732	-0.659	0.412	-137.422	32.12	None	None	None	None	None	None	None	-0.36304	0.00055	-0.00894	0.93167
 2000-0-0 2:46:56.940	-0.0088	0.0308	0.9971	0.8545	-0.1831	-10.6812	-0.626	0.396	-137.845	32.16	None	None	None	None	None	None	None	-0.35959	0.00055	-0.00864	0.93301
 2000-0-0 2:46:56.960	0.002	0.0156	0.9995	0.7324	-0.1221	-8.9722	-0.593	0.385	-138.203	32.1	None	None	None	None	None	None	None	-0.35669	0.00052	-0.00833	0.93414
 2000-0-0 2:46:56.980	-0.022	-0.0396	0.998	-0.9155	0.061	-5.8594	-0.626	0.385	-138.433	32.13	None	None	None	None	None	None	None	-0.3548	0.00061	-0.00861	0.93484
 2000-0-0 2:46:57.0	0.0	0.0103	0.999	-0.5493	0.0	-9.2773	-0.648	0.379	-138.801	32.14	None	None	None	None	None	None	None	-0.35178	0.0007	-0.00876	0.93597
 2000-0-0 2:46:57.20	0.0122	-0.0186	1.0015	0.0	-0.061	-6.6528	-0.643	0.374	-139.065	32.1	None	None	None	None	None	None	None	-0.34964	0.0007	-0.0087	0.9368
 2000-0-0 2:46:57.40	0.0068	-0.0601	0.9976	0.7324	0.1831	-12.8784	-0.615	0.368	-139.57	32.14	None	None	None	None	None	None	None	-0.34549	0.00064	-0.00845	0.93832
 2000-0-0 2:46:57.60	-0.0054	-0.0249	0.9995	-0.6104	0.2441	-4.9438	-0.643	0.374	-139.757	32.13	None	None	None	None	None	None	None	-0.34396	0.00064	-0.0087	0.9389
 2000-0-0 2:46:57.80	0.0029	0.0	1.0059	-0.7324	0.5493	-7.5073	-0.637	0.368	-140.125	32.12	None	None	None	None	None	None	None	-0.34097	0.00064	-0.00864	0.93997
 2000-0-0 2:46:57.100	0.0088	-0.0679	0.9966	-0.2441	-0.7935	-8.667	-0.665	0.374	-140.422	32.12	None	None	None	None	None	None	None	-0.33853	0.0007	-0.00891	0.94086
 2000-0-0 2:46:57.120	-0.0063	-0.0166	1.002	0.2441	0.0	-10.376	-0.681	0.335	-140.768	32.13	None	None	None	None	None	None	None	-0.33569	0.00098	-0.00891	0.94186
 2000-0-0 2:46:57.140	-0.0127	-0.0146	0.9946	-0.061	-0.061	-10.9253	-0.681	0.33	-141.163	32.16	None	None	None	None	None	None	None	-0.3324	0.00104	-0.00891	0.94305
 2000-0-0 2:46:57.160	-0.0195	0.0366	1.0005	0.6104	0.1831	-11.1084	-0.687	0.319	-141.581	32.12	None	None	None	None	None	None	None	-0.32898	0.0011	-0.00891	0.94424
 2000-0-0 2:46:57.180	-0.021	0.0625	1.0005	-0.7324	0.1221	-5.7373	-0.676	0.319	-141.949	32.12	None	None	None	None	None	None	None	-0.32593	0.00101	-0.00882	0.94531
 2000-0-0 2:46:57.200	0.0	0.0591	1.0015	-0.9766	0.0	-5.188	-0.698	0.324	-142.158	32.12	None	None	None	None	None	None	None	-0.32425	0.00104	-0.009	0.94589
 2000-0-0 2:46:57.220	-0.0015	-0.0439	0.9961	0.6714	-0.061	-6.7139	-0.703	0.324	-142.361	32.11	None	None	None	None	None	None	None	-0.32251	0.00104	-0.00906	0.94647
 2000-0-0 2:46:57.240	0.0078	-0.0415	1.0024	1.3428	0.061	-0.6714	-0.654	0.319	-142.553	32.1	None	None	None	None	None	None	None	-0.32095	0.00092	-0.00867	0.94699
 2000-0-0 2:46:57.260	-0.001	-0.0107	0.999	-2.9297	1.0376	2.5024	-0.637	0.335	-142.531	32.11	None	None	None	None	None	None	None	-0.32117	0.00076	-0.00854	0.94693
 2000-0-0 2:46:57.280	0.0	0.0518	0.9922	-1.2207	0.7324	-1.4648	-0.731	0.374	-142.449	32.13	None	None	None	None	None	None	None	-0.32184	0.0007	-0.00943	0.94669
 2000-0-0 2:46:57.300	-0.0068	-0.0186	1.0054	2.8076	-1.2207	-2.3804	-0.725	0.379	-142.498	32.16	None	None	None	None	None	None	None	-0.32141	0.00064	-0.0094	0.94684
 2000-0-0 2:46:57.320	-0.0044	0.0151	0.9985	0.1221	-0.2441	0.1831	-0.626	0.335	-142.548	32.15	None	None	None	None	None	None	None	-0.32098	0.0007	-0.00848	0.94699
 2000-0-0 2:46:57.340	-0.0049	0.0034	0.9985	0.0	0.0	-0.7324	-0.61	0.33	-142.531	32.18	None	None	None	None	None	None	None	-0.32111	0.0007	-0.00833	0.94696
 2000-0-0 2:46:57.360	-0.0029	-0.0166	0.999	0.0	0.0	0.9766	-0.599	0.33	-142.526	32.13	None	None	None	None	None	None	None	-0.32117	0.00067	-0.00821	0.94693
 2000-0-0 2:46:57.380	-0.0029	-0.0093	0.999	0.0	0.0	0.061	-0.588	0.33	-142.482	32.17	None	None	None	None	None	None	None	-0.32156	0.00064	-0.00812	0.94681
 2000-0-0 2:46:57.400	-0.002	-0.0098	0.999	0.0	0.0	-0.5493	-0.577	0.33	-142.471	32.18	None	None	None	None	None	None	None	-0.32162	0.00064	-0.00803	0.94678
 2000-0-0 2:46:57.420	-0.0029	-0.0137	0.9985	0.0	0.0	-0.061	-0.566	0.33	-142.465	32.17	None	None	None	None	None	None	None	-0.32166	0.00061	-0.00797	0.94678
 2000-0-0 2:46:57.440	-0.0005	-0.0112	0.999	0.0	0.0	0.3052	-0.56	0.33	-142.443	32.15	None	None	None	None	None	None	None	-0.32187	0.00061	-0.0079	0.94669
 2000-0-0 2:46:57.460	0.0015	-0.0073	0.9995	0.0	0.0	1.6479	-0.555	0.33	-142.388	32.2	None	None	None	None	None	None	None	-0.32233	0.00058	-0.00784	0.94653
 2000-0-0 2:46:57.480	0.0029	0.0	0.999	0.0	-0.061	4.8828	-0.549	0.324	-142.24	32.16	None	None	None	None	None	None	None	-0.32355	0.00058	-0.00781	0.94614
 2000-0-0 2:46:57.500	-0.0078	-0.0161	0.999	0.6104	-0.4272	9.6436	-0.527	0.319	-141.932	32.14	None	None	None	None	None	None	None	-0.32608	0.00061	-0.00763	0.94525
 2000-0-0 2:46:57.520	0.001	-0.0054	1.001	0.4272	-0.1221	8.7891	-0.5	0.313	-141.548	32.16	None	None	None	None	None	None	None	-0.32925	0.00061	-0.00735	0.94415
 2000-0-0 2:46:57.540	-0.0098	0.0249	0.998	0.1221	-0.4272	5.7373	-0.483	0.302	-141.24	32.15	None	None	None	None	None	None	None	-0.33179	0.00064	-0.0072	0.94327
 2000-0-0 2:46:57.560	-0.0063	-0.0171	0.999	0.061	0.0	5.0049	-0.467	0.297	-141.015	32.16	None	None	None	None	None	None	None	-0.33365	0.00067	-0.00705	0.94263
 2000-0-0 2:46:57.580	-0.001	-0.0337	0.9995	-0.061	-0.3052	6.2256	-0.461	0.297	-140.779	32.17	None	None	None	None	None	None	None	-0.33557	0.0007	-0.00699	0.94193
 2000-0-0 2:46:57.600	-0.002	-0.0225	0.999	-0.2441	0.0	2.5024	-0.467	0.291	-140.592	32.11	None	None	None	None	None	None	None	-0.3371	0.00073	-0.00702	0.94138
 2000-0-0 2:46:57.620	-0.0063	-0.0298	0.9995	0.0	0.061	3.54	-0.472	0.297	-140.46	32.12	None	None	None	None	None	None	None	-0.3382	0.00073	-0.00705	0.94098
 2000-0-0 2:46:57.640	-0.0005	-0.019	0.999	-0.3662	0.061	1.4648	-0.478	0.302	-140.345	32.14	None	None	None	None	None	None	None	-0.33914	0.00073	-0.00714	0.94064
 2000-0-0 2:46:57.660	-0.0044	0.0059	0.9985	-0.3052	0.2441	0.7324	-0.494	0.308	-140.279	32.11	None	None	None	None	None	None	None	-0.33966	0.0007	-0.00729	0.94046
 2000-0-0 2:46:57.680	-0.0015	-0.0303	0.999	0.0	0.1221	0.3052	-0.5	0.313	-140.24	32.13	None	None	None	None	None	None	None	-0.34	0.00067	-0.00735	0.94034
 2000-0-0 2:46:57.700	-0.0029	-0.0234	0.999	-0.061	0.0	1.4648	-0.505	0.319	-140.186	32.12	None	None	None	None	None	None	None	-0.34048	0.00067	-0.00739	0.94019
 2000-0-0 2:46:57.720	-0.0024	-0.0151	0.999	0.0	0.0	0.8545	-0.505	0.319	-140.114	32.19	None	None	None	None	None	None	None	-0.34103	0.00067	-0.00742	0.93997
 2000-0-0 2:46:57.740	-0.0029	-0.0146	0.9995	0.0	0.0	0.8545	-0.511	0.319	-140.059	32.16	None	None	None	None	None	None	None	-0.34152	0.00067	-0.00745	0.93979
 2000-0-0 2:46:57.760	-0.0029	-0.0127	0.9995	0.0	0.0	0.7935	-0.511	0.319	-139.999	32.15	None	None	None	None	None	None	None	-0.34198	0.0007	-0.00745	0.93964
 2000-0-0 2:46:57.780	-0.0034	-0.0083	0.9985	0.0	0.0	0.7935	-0.511	0.319	-139.949	32.14	None	None	None	None	None	None	None	-0.34241	0.0007	-0.00748	0.93948
