count,T_count,sum_leg,reflex,on_reflex_,reflex_index,traj_error
4,0,[20.  0.  0. 29.  9.  5.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-10. -10. -10. -10. -10. -10.],[-10. -10. -10. -10. -10. -10.],[ 2.  2.  2. -1.  0.  0.  2.  0.  0.  1.  6.  0. -2.  1.  1. -2.  0.  2.]
5,0,[22.  0.  0. 24.  9.  6.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-10. -10. -10. -10. -10. -10.],[-10. -10. -10. -10. -10. -10.],[ 2.  2.  2. -2.  1.  1.  1.  0.  0.  2.  6.  1. -2.  1.  1. -2.  0.  1.]
6,0,[22.  0.  0. 24. 16. 12.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-10. -10. -10. -10. -10. -10.],[-10. -10. -10. -10. -10. -10.],[ 2.  2.  2. -3.  0.  0.  1.  0. -1.  3.  6.  1. -3.  1.  1. -2.  0.  1.]
7,0,[23.  0.  0. 24. 17. 13.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-10. -10. -10. -10. -10. -10.],[-10. -10. -10. -10. -10. -10.],[ 1.  2.  2. -5.  1.  0.  4.  0. -1.  4.  6.  1. -3.  1.  2. -3. -1.  1.]
8,0,[23. 11.  8. 34. 19. 14.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-10. -10. -10. -10. -10. -10.],[-10. -10. -10. -10. -10. -10.],[ 0.  1.  2. -5.  0. -1.  3.  0.  0.  4.  6.  0. -5.  1.  1. -4. -1.  2.]
9,0,[15. 15.  9. 37. 22. 16.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-10. -10. -10. -10. -10. -10.],[-10. -10. -10. -10. -10. -10.],[-1.  2.  2. -5.  0.  0.  3.  1.  0.  4.  6.  1. -4.  2.  1. -3. -1.  1.]
10,0,[15. 18. 11. 39. 25. 17.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-10. -10. -10. -10. -10. -10.],[-10. -10. -10. -10. -10. -10.],[-3.  1.  3. -4.  1.  0.  4.  0.  0.  4.  6.  0. -5.  1.  1. -3. -1.  1.]
11,0,[15. 19. 14. 40. 27. 22.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-10. -10. -10. -10. -10. -10.],[-10. -10. -10. -10. -10. -10.],[-3.  1.  3. -4.  1.  0.  4. -1.  0.  4.  6.  1. -5.  2.  1. -3. -1.  1.]
12,0,[15. 18. 14. 40. 29. 22.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-10. -10. -10. -10. -10. -10.],[-10. -10. -10. -10. -10. -10.],[-4.  2.  3. -4.  1. -1.  3.  0.  0.  4.  6.  1. -6.  2.  1. -5. -1.  2.]
13,0,[28. 17. 14. 40. 31. 23.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-10. -10. -10. -10. -10. -10.],[-10. -10. -10. -10. -10. -10.],[-5.  1.  2. -5.  1.  0.  3.  0.  1.  5.  6.  1. -6.  1.  1. -4. -1.  1.]
14,0,[31. 21. 14. 41. 32. 24.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-10. -10. -10. -10. -10. -10.],[-10. -10. -10. -10. -10. -10.],[-5.  2.  2. -4.  1.  0.  3.  0.  1.  5.  6.  1. -7.  2.  1. -4. -1.  1.]
15,0,[33. 21. 13. 46. 35. 25.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-10. -10. -10. -10. -10. -10.],[-10. -10. -10. -10. -10. -10.],[-5.  2.  2. -5.  1.  0.  4.  0. -1.  5.  6.  1. -8.  2.  1. -4.  0.  1.]
16,0,[35. 22. 13. 47. 38. 22.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[0. 0. 0. 0. 0. 0.],[-10. -10. -10. -10. -10. -10.],[-10. -10. -10. -10. -10. -10.],[-5.  2.  2. -5.  1.  0.  3.  0.  0.  6.  6.  1. -8.  1.  1. -4.  0.  1.]
